,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,6574,consent.html,external-html,0,6608,0.0-0.0,u4xj8nn4b4v4j4erz44c,male,journey,,,,,,
1,2090,,image-button-response,1,8700,0.0-1.0,u4xj8nn4b4v4j4erz44c,male,journey,check-1.png,1.0,check1,,,
2,3309,,image-button-response,2,12010,0.0-2.0,u4xj8nn4b4v4j4erz44c,male,journey,check-2.png,2.0,check2,,,
3,27098,,instructions,3,39109,0.0-3.0,u4xj8nn4b4v4j4erz44c,male,journey,,,,"[{""page_index"":0,""viewing_time"":5299},{""page_index"":1,""viewing_time"":15234},{""page_index"":2,""viewing_time"":5535},{""page_index"":3,""viewing_time"":1029}]",,
4,28892,,html-slider-response,4,68006,0.0-4.0,u4xj8nn4b4v4j4erz44c,male,journey,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_journey.png"" class=""main-trial""/>",,trial,,25.0,
5,36144,,survey-text,5,104151,0.0-5.0,u4xj8nn4b4v4j4erz44c,male,journey,,,description,,,"{""Q0"":""Jason has been diagnosed with lymphoma, and has a long treatment journey ahead of him. A friend of his is raising money to help cover the expenses that will probably arise in his treatment.""}"
6,5833,,survey-likert,6,109986,0.0-6.0-0.0,u4xj8nn4b4v4j4erz44c,male,journey,,,urgent,,,"{""Q0"":2}"
7,3049,,survey-likert,7,113038,0.0-6.0-1.0,u4xj8nn4b4v4j4erz44c,male,journey,,,sympathy,,,"{""Q0"":6}"
8,2771,,survey-text,8,115810,0.0-7.0,u4xj8nn4b4v4j4erz44c,male,journey,,,past-donations,,,"{""Q0"":""0""}"
9,3200,,survey-multi-choice,9,119015,0.0-8.0-0.0,u4xj8nn4b4v4j4erz44c,male,journey,,,self-cancer,,,"{""Q0"":""No""}"
10,2827,,survey-multi-choice,10,121844,0.0-8.0-1.0,u4xj8nn4b4v4j4erz44c,male,journey,,,ff-cancer,,,"{""Q0"":""Yes""}"
11,8938,,survey-multi-choice,11,130788,0.0-9.0,u4xj8nn4b4v4j4erz44c,male,journey,,,demographics,,,"{""Q0"":""Male"",""Q1"":""Master’s degree (e.g. MA, MS, MEd)"",""Q2"":""$25,000 through $49,999"",""Q3"":""Yes""}"
12,2778,,survey-text,12,133567,0.0-10.0,u4xj8nn4b4v4j4erz44c,male,journey,,,age,,,"{""Q0"":""31""}"
13,16143,,survey-text,13,149711,0.0-11.0,u4xj8nn4b4v4j4erz44c,male,journey,,,purpose,,,"{""Q0"":""How different types of appeal affect people's donating behavior.""}"
14,4114,,survey-text,14,153826,0.0-12.0,u4xj8nn4b4v4j4erz44c,male,journey,,,feedback,,,"{""Q0"":""Thanks for the HIT!""}"
15,2801,debrief.html,external-html,15,156756,0.0-13.0,u4xj8nn4b4v4j4erz44c,male,journey,,,,,,
