,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,25719,consent.html,external-html,0,25845,0.0-0.0,2q73hp7da67v8ys4hb7o,female,literal,,,,,,
1,3736,,image-button-response,1,29585,0.0-1.0,2q73hp7da67v8ys4hb7o,female,literal,check-1.png,1.0,check1,,,
2,13142,,image-button-response,2,42729,0.0-2.0,2q73hp7da67v8ys4hb7o,female,literal,check-2.png,2.0,check2,,,
3,90289,,instructions,3,133019,0.0-3.0,2q73hp7da67v8ys4hb7o,female,literal,,,,"[{""page_index"":0,""viewing_time"":23391},{""page_index"":1,""viewing_time"":53840},{""page_index"":2,""viewing_time"":11288},{""page_index"":3,""viewing_time"":1769}]",,
4,9851,,html-slider-response,4,142873,0.0-4.0,2q73hp7da67v8ys4hb7o,female,literal,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_literal.png"" class=""main-trial""/>",,trial,,25.0,
5,38602,,survey-text,5,181477,0.0-5.0,2q73hp7da67v8ys4hb7o,female,literal,,,description,,,"{""Q0"":""very bad""}"
6,6924,,survey-likert,6,188404,0.0-6.0-0.0,2q73hp7da67v8ys4hb7o,female,literal,,,sympathy,,,"{""Q0"":3}"
7,3500,,survey-likert,7,191907,0.0-6.0-1.0,2q73hp7da67v8ys4hb7o,female,literal,,,urgent,,,"{""Q0"":4}"
8,4983,,survey-text,8,196891,0.0-7.0,2q73hp7da67v8ys4hb7o,female,literal,,,past-donations,,,"{""Q0"":""3""}"
9,37588,,survey-multi-choice,9,234484,0.0-8.0-0.0,2q73hp7da67v8ys4hb7o,female,literal,,,ff-cancer,,,"{""Q0"":""No""}"
10,7307,,survey-multi-choice,10,241795,0.0-8.0-1.0,2q73hp7da67v8ys4hb7o,female,literal,,,self-cancer,,,"{""Q0"":""No""}"
11,35739,,survey-multi-choice,11,277547,0.0-9.0,2q73hp7da67v8ys4hb7o,female,literal,,,demographics,,,"{""Q0"":""Male"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$50,000 through $74,999"",""Q3"":""Yes""}"
12,4677,,survey-text,12,282227,0.0-10.0,2q73hp7da67v8ys4hb7o,female,literal,,,age,,,"{""Q0"":""30""}"
13,163433,,survey-text,13,445662,0.0-11.0,2q73hp7da67v8ys4hb7o,female,literal,,,purpose,,,"{""Q0"":""to know about humna mentality""}"
14,8162,,survey-text,14,453826,0.0-12.0,2q73hp7da67v8ys4hb7o,female,literal,,,feedback,,,"{""Q0"":""good survey""}"
15,5926,debrief.html,external-html,15,460198,0.0-13.0,2q73hp7da67v8ys4hb7o,female,literal,,,,,,
