,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,17759,consent.html,external-html,0,17831,0.0-0.0,22e9onkxlsa767ur955q,male,battle,,,,,,
1,2743,,image-button-response,1,20575,0.0-1.0,22e9onkxlsa767ur955q,male,battle,check-1.png,1.0,check1,,,
2,3728,,image-button-response,2,24304,0.0-2.0,22e9onkxlsa767ur955q,male,battle,check-2.png,2.0,check2,,,
3,78102,,instructions,3,102406,0.0-3.0,22e9onkxlsa767ur955q,male,battle,,,,"[{""page_index"":0,""viewing_time"":13909},{""page_index"":1,""viewing_time"":57790},{""page_index"":2,""viewing_time"":5032},{""page_index"":3,""viewing_time"":1370}]",,
4,214631,,html-slider-response,4,317038,0.0-4.0,22e9onkxlsa767ur955q,male,battle,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_battle.png"" class=""main-trial""/>",,trial,,20.0,
5,93006,,survey-text,5,410044,0.0-5.0,22e9onkxlsa767ur955q,male,battle,,,description,,,"{""Q0"":""Jason needs help fighting lymphoma. He has to have multiple rounds of chemo, all of which are tough on him but he needs our support if he is going to survive.""}"
6,8230,,survey-likert,6,418275,0.0-6.0-0.0,22e9onkxlsa767ur955q,male,battle,,,urgent,,,"{""Q0"":5}"
7,3761,,survey-likert,7,422039,0.0-6.0-1.0,22e9onkxlsa767ur955q,male,battle,,,sympathy,,,"{""Q0"":5}"
8,4877,,survey-text,8,426918,0.0-7.0,22e9onkxlsa767ur955q,male,battle,,,past-donations,,,"{""Q0"":""2""}"
9,2501,,survey-multi-choice,9,429421,0.0-8.0-0.0,22e9onkxlsa767ur955q,male,battle,,,self-cancer,,,"{""Q0"":""No""}"
10,2166,,survey-multi-choice,10,431591,0.0-8.0-1.0,22e9onkxlsa767ur955q,male,battle,,,ff-cancer,,,"{""Q0"":""Yes""}"
11,14700,,survey-multi-choice,11,446301,0.0-9.0,22e9onkxlsa767ur955q,male,battle,,,demographics,,,"{""Q0"":""Male"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$50,000 through $74,999"",""Q3"":""Yes""}"
12,4116,,survey-text,12,450419,0.0-10.0,22e9onkxlsa767ur955q,male,battle,,,age,,,"{""Q0"":""33""}"
13,40158,,survey-text,13,490578,0.0-11.0,22e9onkxlsa767ur955q,male,battle,,,purpose,,,"{""Q0"":""How financially sympathetic people can be towards strangers.""}"
14,18385,,survey-text,14,508964,0.0-12.0,22e9onkxlsa767ur955q,male,battle,,,feedback,,,"{""Q0"":""Non. Thank you for the opportunity to help with your research.""}"
15,17457,debrief.html,external-html,15,526628,0.0-13.0,22e9onkxlsa767ur955q,male,battle,,,,,,
