,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,14115,consent.html,external-html,0,14208,0.0-0.0,1lop148ozjuj9q95zzzg,female,journey,,,,,,
1,1828,,image-button-response,1,16041,0.0-1.0,1lop148ozjuj9q95zzzg,female,journey,check-1.png,1.0,check1,,,
2,2705,,image-button-response,2,18749,0.0-2.0,1lop148ozjuj9q95zzzg,female,journey,check-2.png,2.0,check2,,,
3,22587,,instructions,3,41337,0.0-3.0,1lop148ozjuj9q95zzzg,female,journey,,,,"[{""page_index"":0,""viewing_time"":5182},{""page_index"":1,""viewing_time"":12292},{""page_index"":2,""viewing_time"":3896},{""page_index"":3,""viewing_time"":1216}]",,
4,24937,,html-slider-response,4,66277,0.0-4.0,1lop148ozjuj9q95zzzg,female,journey,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_journey.png"" class=""main-trial""/>",,trial,,0.0,
5,31740,,survey-text,5,98021,0.0-5.0,1lop148ozjuj9q95zzzg,female,journey,,,description,,,"{""Q0"":""Jennifer has lymphoma and this campaign is helping to raise money for expenses she has along the way.""}"
6,5127,,survey-likert,6,103150,0.0-6.0-0.0,1lop148ozjuj9q95zzzg,female,journey,,,sympathy,,,"{""Q0"":5}"
7,2598,,survey-likert,7,105753,0.0-6.0-1.0,1lop148ozjuj9q95zzzg,female,journey,,,urgent,,,"{""Q0"":5}"
8,4345,,survey-text,8,110105,0.0-7.0,1lop148ozjuj9q95zzzg,female,journey,,,past-donations,,,"{""Q0"":""3""}"
9,2529,,survey-multi-choice,9,112638,0.0-8.0-0.0,1lop148ozjuj9q95zzzg,female,journey,,,self-cancer,,,"{""Q0"":""No""}"
10,2508,,survey-multi-choice,10,115153,0.0-8.0-1.0,1lop148ozjuj9q95zzzg,female,journey,,,ff-cancer,,,"{""Q0"":""Yes""}"
11,10414,,survey-multi-choice,11,125582,0.0-9.0,1lop148ozjuj9q95zzzg,female,journey,,,demographics,,,"{""Q0"":""Female"",""Q1"":""Master’s degree (e.g. MA, MS, MEd)"",""Q2"":""$100,000 through $149,999"",""Q3"":""Yes""}"
12,3086,,survey-text,12,128673,0.0-10.0,1lop148ozjuj9q95zzzg,female,journey,,,age,,,"{""Q0"":""47""}"
13,2137,,survey-text,13,130813,0.0-11.0,1lop148ozjuj9q95zzzg,female,journey,,,purpose,,,"{""Q0"":""""}"
14,1582,,survey-text,14,132397,0.0-12.0,1lop148ozjuj9q95zzzg,female,journey,,,feedback,,,"{""Q0"":""""}"
15,5092,debrief.html,external-html,15,137818,0.0-13.0,1lop148ozjuj9q95zzzg,female,journey,,,,,,
