"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"5221","consent.html","external-html","0","5430","0.0-0.0","hpc2dcfw5ekno8swpqkk","male","battle","","","","",""
"20521","","instructions","1","25955","0.0-1.0","hpc2dcfw5ekno8swpqkk","male","battle","[{""page_index"":0,""viewing_time"":2175},{""page_index"":1,""viewing_time"":14488},{""page_index"":2,""viewing_time"":2903},{""page_index"":3,""viewing_time"":953}]","","","",""
"77114","","html-slider-response","2","103076","0.0-2.0","hpc2dcfw5ekno8swpqkk","male","battle","","0","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_battle.png"" class=""main-trial""/>","trial",""
"5667","","survey-likert","3","108749","0.0-3.0-0.0","hpc2dcfw5ekno8swpqkk","male","battle","","","","urgent","{""Q0"":6}"
"2489","","survey-likert","4","111242","0.0-3.0-1.0","hpc2dcfw5ekno8swpqkk","male","battle","","","","sympathy","{""Q0"":6}"
"4730","","survey-likert","5","115979","0.0-3.0-2.0","hpc2dcfw5ekno8swpqkk","male","battle","","","","peace","{""Q0"":3}"
"3674","","survey-likert","6","119659","0.0-3.0-3.0","hpc2dcfw5ekno8swpqkk","male","battle","","","","guilty","{""Q0"":3}"
"2729","","survey-multi-choice","7","122395","0.0-4.0-0.0","hpc2dcfw5ekno8swpqkk","male","battle","","","","self-cancer","{""Q0"":""No""}"
"2417","","survey-multi-choice","8","124818","0.0-4.0-1.0","hpc2dcfw5ekno8swpqkk","male","battle","","","","ff-cancer","{""Q0"":""Yes""}"
"16578","","survey-multi-choice","9","141423","0.0-5.0","hpc2dcfw5ekno8swpqkk","male","battle","","","","demographics","{""Q0"":""Female"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""Less than $10,000"",""Q3"":""Yes""}"
"166184","","survey-text","10","307610","0.0-6.0","hpc2dcfw5ekno8swpqkk","male","battle","","","","age","{""Q0"":""37""}"
"12164","","survey-text","11","319777","0.0-7.0","hpc2dcfw5ekno8swpqkk","male","battle","","","","purpose","{""Q0"":""""}"
"1715","","survey-text","12","321498","0.0-8.0","hpc2dcfw5ekno8swpqkk","male","battle","","","","feedback","{""Q0"":""""}"
"2145","debrief.html","external-html","13","324024","0.0-9.0","hpc2dcfw5ekno8swpqkk","male","battle","","","","",""
