"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"5581","consent.html","external-html","0","5655","0.0-0.0","v7t8mjf6grg1xsbcuv70","male","journey","","","","",""
"26355","","instructions","1","32012","0.0-1.0","v7t8mjf6grg1xsbcuv70","male","journey","[{""page_index"":0,""viewing_time"":4434},{""page_index"":1,""viewing_time"":18579},{""page_index"":2,""viewing_time"":2352},{""page_index"":3,""viewing_time"":989}]","","","",""
"22298","","html-slider-response","2","54320","0.0-2.0","v7t8mjf6grg1xsbcuv70","male","journey","","0","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_journey.png"" class=""main-trial""/>","trial",""
"26039","","survey-likert","3","80362","0.0-3.0-0.0","v7t8mjf6grg1xsbcuv70","male","journey","","","","peace","{""Q0"":6}"
"3375","","survey-likert","4","83739","0.0-3.0-1.0","v7t8mjf6grg1xsbcuv70","male","journey","","","","sympathy","{""Q0"":6}"
"12823","","survey-likert","5","96564","0.0-3.0-2.0","v7t8mjf6grg1xsbcuv70","male","journey","","","","urgent","{""Q0"":3}"
"6306","","survey-likert","6","102871","0.0-3.0-3.0","v7t8mjf6grg1xsbcuv70","male","journey","","","","guilty","{""Q0"":6}"
"3329","","survey-multi-choice","7","106205","0.0-4.0-0.0","v7t8mjf6grg1xsbcuv70","male","journey","","","","ff-cancer","{""Q0"":""Yes""}"
"2821","","survey-multi-choice","8","109028","0.0-4.0-1.0","v7t8mjf6grg1xsbcuv70","male","journey","","","","self-cancer","{""Q0"":""No""}"
"12046","","survey-multi-choice","9","121081","0.0-5.0","v7t8mjf6grg1xsbcuv70","male","journey","","","","demographics","{""Q0"":""Male"",""Q1"":""High school degree or equivalent (e.g. GED)"",""Q2"":""$25,000 through $49,999"",""Q3"":""Yes""}"
"3541","","survey-text","10","124623","0.0-6.0","v7t8mjf6grg1xsbcuv70","male","journey","","","","age","{""Q0"":""35""}"
"14788","","survey-text","11","139412","0.0-7.0","v7t8mjf6grg1xsbcuv70","male","journey","","","","purpose","{""Q0"":""how sympathetic we are to a gofundme appeal""}"
"9535","","survey-text","12","148949","0.0-8.0","v7t8mjf6grg1xsbcuv70","male","journey","","","","feedback","{""Q0"":""well paid, thanks""}"
"7322","debrief.html","external-html","13","156531","0.0-9.0","v7t8mjf6grg1xsbcuv70","male","journey","","","","",""
