"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"9224","consent.html","external-html","0","9318","0.0-0.0","rh12gx35t4uhrlmos0ox","male","literal","","","","",""
"74665","","instructions","1","83983","0.0-1.0","rh12gx35t4uhrlmos0ox","male","literal","[{""page_index"":0,""viewing_time"":7678},{""page_index"":1,""viewing_time"":58500},{""page_index"":2,""viewing_time"":7038},{""page_index"":3,""viewing_time"":1449}]","","","",""
"86897","","html-slider-response","2","170882","0.0-2.0","rh12gx35t4uhrlmos0ox","male","literal","","5","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_literal.png"" class=""main-trial""/>","trial",""
"43621","","survey-likert","3","214505","0.0-3.0-0.0","rh12gx35t4uhrlmos0ox","male","literal","","","","urgent","{""Q0"":6}"
"33000","","survey-likert","4","247506","0.0-3.0-1.0","rh12gx35t4uhrlmos0ox","male","literal","","","","peace","{""Q0"":4}"
"10642","","survey-likert","5","258150","0.0-3.0-2.0","rh12gx35t4uhrlmos0ox","male","literal","","","","guilty","{""Q0"":1}"
"4969","","survey-likert","6","263119","0.0-3.0-3.0","rh12gx35t4uhrlmos0ox","male","literal","","","","sympathy","{""Q0"":6}"
"2673","","survey-multi-choice","7","265793","0.0-4.0-0.0","rh12gx35t4uhrlmos0ox","male","literal","","","","self-cancer","{""Q0"":""No""}"
"4214","","survey-multi-choice","8","270009","0.0-4.0-1.0","rh12gx35t4uhrlmos0ox","male","literal","","","","ff-cancer","{""Q0"":""Yes""}"
"21497","","survey-multi-choice","9","291510","0.0-5.0","rh12gx35t4uhrlmos0ox","male","literal","","","","demographics","{""Q0"":""Male"",""Q1"":""High school degree or equivalent (e.g. GED)"",""Q2"":""$50,000 through $74,999"",""Q3"":""Yes""}"
"7641","","survey-text","10","299152","0.0-6.0","rh12gx35t4uhrlmos0ox","male","literal","","","","age","{""Q0"":""40""}"
"184577","","survey-text","11","483731","0.0-7.0","rh12gx35t4uhrlmos0ox","male","literal","","","","purpose","{""Q0"":""Unsure. Maybe our ability to sympathize with others or show empathy in general. I chose that specific amount because that's probably about how much I would have offered to a complete stranger if I viewed the crowdsource page in reality. I don't know Jason or his friend who is helping him. ""}"
"8761","","survey-text","12","492493","0.0-8.0","rh12gx35t4uhrlmos0ox","male","literal","","","","feedback","{""Q0"":""I have no further comments.""}"
"14272","debrief.html","external-html","13","507013","0.0-9.0","rh12gx35t4uhrlmos0ox","male","literal","","","","",""
