"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"3656","consent.html","external-html","0","3811","0.0-0.0","goa3b1jrumjyczqd8z5v","male","journey","","","","",""
"12987","","instructions","1","16799","0.0-1.0","goa3b1jrumjyczqd8z5v","male","journey","[{""page_index"":0,""viewing_time"":3171},{""page_index"":1,""viewing_time"":7662},{""page_index"":2,""viewing_time"":1358},{""page_index"":3,""viewing_time"":795}]","","","",""
"24449","","html-slider-response","2","41250","0.0-2.0","goa3b1jrumjyczqd8z5v","male","journey","","0","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_journey.png"" class=""main-trial""/>","trial",""
"4140","","survey-likert","3","45392","0.0-3.0-0.0","goa3b1jrumjyczqd8z5v","male","journey","","","","urgent","{""Q0"":4}"
"3656","","survey-likert","4","49051","0.0-3.0-1.0","goa3b1jrumjyczqd8z5v","male","journey","","","","guilty","{""Q0"":3}"
"3632","","survey-likert","5","52688","0.0-3.0-2.0","goa3b1jrumjyczqd8z5v","male","journey","","","","sympathy","{""Q0"":3}"
"2007","","survey-likert","6","54698","0.0-3.0-3.0","goa3b1jrumjyczqd8z5v","male","journey","","","","peace","{""Q0"":3}"
"2555","","survey-multi-choice","7","57259","0.0-4.0-0.0","goa3b1jrumjyczqd8z5v","male","journey","","","","self-cancer","{""Q0"":""No""}"
"2156","","survey-multi-choice","8","59419","0.0-4.0-1.0","goa3b1jrumjyczqd8z5v","male","journey","","","","ff-cancer","{""Q0"":""No""}"
"7475","","survey-multi-choice","9","66904","0.0-5.0","goa3b1jrumjyczqd8z5v","male","journey","","","","demographics","{""Q0"":""Male"",""Q1"":""Master’s degree (e.g. MA, MS, MEd)"",""Q2"":""$50,000 through $74,999"",""Q3"":""Yes""}"
"3925","","survey-text","10","70834","0.0-6.0","goa3b1jrumjyczqd8z5v","male","journey","","","","age","{""Q0"":""32""}"
"16188","","survey-text","11","87022","0.0-7.0","goa3b1jrumjyczqd8z5v","male","journey","","","","purpose","{""Q0"":""whether a story would make you donate even though you do not know the person.""}"
"4914","","survey-text","12","91937","0.0-8.0","goa3b1jrumjyczqd8z5v","male","journey","","","","feedback","{""Q0"":""thanks for the survey""}"
"6039","debrief.html","external-html","13","98293","0.0-9.0","goa3b1jrumjyczqd8z5v","male","journey","","","","",""
