"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"4906","consent.html","external-html","0","5714","0.0-0.0","fnct3128to7eufbjp7sf","male","journey","","","","",""
"29245","","instructions","1","34964","0.0-1.0","fnct3128to7eufbjp7sf","male","journey","[{""page_index"":0,""viewing_time"":4113},{""page_index"":1,""viewing_time"":19994},{""page_index"":2,""viewing_time"":3958},{""page_index"":3,""viewing_time"":1178}]","","","",""
"17993","","html-slider-response","2","52964","0.0-2.0","fnct3128to7eufbjp7sf","male","journey","","15","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_journey.png"" class=""main-trial""/>","trial",""
"5928","","survey-likert","3","58897","0.0-3.0-0.0","fnct3128to7eufbjp7sf","male","journey","","","","urgent","{""Q0"":4}"
"4642","","survey-likert","4","63553","0.0-3.0-1.0","fnct3128to7eufbjp7sf","male","journey","","","","peace","{""Q0"":5}"
"6466","","survey-likert","5","70035","0.0-3.0-2.0","fnct3128to7eufbjp7sf","male","journey","","","","guilty","{""Q0"":4}"
"4412","","survey-likert","6","74459","0.0-3.0-3.0","fnct3128to7eufbjp7sf","male","journey","","","","sympathy","{""Q0"":5}"
"3893","","survey-multi-choice","7","78370","0.0-4.0-0.0","fnct3128to7eufbjp7sf","male","journey","","","","self-cancer","{""Q0"":""No""}"
"2688","","survey-multi-choice","8","81073","0.0-4.0-1.0","fnct3128to7eufbjp7sf","male","journey","","","","ff-cancer","{""Q0"":""No""}"
"8104","","survey-multi-choice","9","89225","0.0-5.0","fnct3128to7eufbjp7sf","male","journey","","","","demographics","{""Q0"":""Male"",""Q1"":""Master’s degree (e.g. MA, MS, MEd)"",""Q2"":""$25,000 through $49,999"",""Q3"":""Yes""}"
"4352","","survey-text","10","93590","0.0-6.0","fnct3128to7eufbjp7sf","male","journey","","","","age","{""Q0"":""35""}"
"1787","","survey-text","11","95380","0.0-7.0","fnct3128to7eufbjp7sf","male","journey","","","","purpose","{""Q0"":""""}"
"1097","","survey-text","12","96480","0.0-8.0","fnct3128to7eufbjp7sf","male","journey","","","","feedback","{""Q0"":""""}"
"4834","debrief.html","external-html","13","102011","0.0-9.0","fnct3128to7eufbjp7sf","male","journey","","","","",""
