"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"6016","consent.html","external-html","0","6774","0.0-0.0","or0b9dcz0olgq6kvokm2","female","journey","","","","",""
"17768","","instructions","1","24544","0.0-1.0","or0b9dcz0olgq6kvokm2","female","journey","[{""page_index"":0,""viewing_time"":4359},{""page_index"":1,""viewing_time"":8535},{""page_index"":2,""viewing_time"":3746},{""page_index"":3,""viewing_time"":1127}]","","","",""
"27591","","html-slider-response","2","52140","0.0-2.0","or0b9dcz0olgq6kvokm2","female","journey","","0","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_journey.png"" class=""main-trial""/>","trial",""
"12877","","survey-likert","3","65021","0.0-3.0-0.0","or0b9dcz0olgq6kvokm2","female","journey","","","","guilty","{""Q0"":1}"
"4696","","survey-likert","4","69724","0.0-3.0-1.0","or0b9dcz0olgq6kvokm2","female","journey","","","","sympathy","{""Q0"":5}"
"2514","","survey-likert","5","72243","0.0-3.0-2.0","or0b9dcz0olgq6kvokm2","female","journey","","","","peace","{""Q0"":3}"
"4066","","survey-likert","6","76317","0.0-3.0-3.0","or0b9dcz0olgq6kvokm2","female","journey","","","","urgent","{""Q0"":5}"
"5110","","survey-multi-choice","7","81435","0.0-4.0-0.0","or0b9dcz0olgq6kvokm2","female","journey","","","","ff-cancer","{""Q0"":""No""}"
"3007","","survey-multi-choice","8","84450","0.0-4.0-1.0","or0b9dcz0olgq6kvokm2","female","journey","","","","self-cancer","{""Q0"":""No""}"
"12688","","survey-multi-choice","9","97153","0.0-5.0","or0b9dcz0olgq6kvokm2","female","journey","","","","demographics","{""Q0"":""Male"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""Less than $10,000"",""Q3"":""Yes""}"
"4310","","survey-text","10","101471","0.0-6.0","or0b9dcz0olgq6kvokm2","female","journey","","","","age","{""Q0"":""30""}"
"5499","","survey-text","11","106972","0.0-7.0","or0b9dcz0olgq6kvokm2","female","journey","","","","purpose","{""Q0"":""I'm not sure.""}"
"3587","","survey-text","12","110560","0.0-8.0","or0b9dcz0olgq6kvokm2","female","journey","","","","feedback","{""Q0"":""No.""}"
"11522","debrief.html","external-html","13","122209","0.0-9.0","or0b9dcz0olgq6kvokm2","female","journey","","","","",""
