"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"4086","consent.html","external-html","0","4128","0.0-0.0","7bjzhnv0c36cn7sq51j1","male","literal","","","","",""
"12844","","instructions","1","16974","0.0-1.0","7bjzhnv0c36cn7sq51j1","male","literal","[{""page_index"":0,""viewing_time"":6175},{""page_index"":1,""viewing_time"":3488},{""page_index"":2,""viewing_time"":2081},{""page_index"":3,""viewing_time"":1099}]","","","",""
"12540","","html-slider-response","2","29520","0.0-2.0","7bjzhnv0c36cn7sq51j1","male","literal","","0","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_literal.png"" class=""main-trial""/>","trial",""
"6366","","survey-likert","3","35893","0.0-3.0-0.0","7bjzhnv0c36cn7sq51j1","male","literal","","","","urgent","{""Q0"":5}"
"4485","","survey-likert","4","40380","0.0-3.0-1.0","7bjzhnv0c36cn7sq51j1","male","literal","","","","sympathy","{""Q0"":6}"
"15183","","survey-likert","5","55566","0.0-3.0-2.0","7bjzhnv0c36cn7sq51j1","male","literal","","","","guilty","{""Q0"":4}"
"3721","","survey-likert","6","59288","0.0-3.0-3.0","7bjzhnv0c36cn7sq51j1","male","literal","","","","peace","{""Q0"":3}"
"3088","","survey-multi-choice","7","62380","0.0-4.0-0.0","7bjzhnv0c36cn7sq51j1","male","literal","","","","self-cancer","{""Q0"":""No""}"
"3321","","survey-multi-choice","8","65704","0.0-4.0-1.0","7bjzhnv0c36cn7sq51j1","male","literal","","","","ff-cancer","{""Q0"":""No""}"
"10165","","survey-multi-choice","9","75881","0.0-5.0","7bjzhnv0c36cn7sq51j1","male","literal","","","","demographics","{""Q0"":""Male"",""Q1"":""High school degree or equivalent (e.g. GED)"",""Q2"":""$50,000 through $74,999"",""Q3"":""Yes""}"
"4407","","survey-text","10","80290","0.0-6.0","7bjzhnv0c36cn7sq51j1","male","literal","","","","age","{""Q0"":""25""}"
"22018","","survey-text","11","102309","0.0-7.0","7bjzhnv0c36cn7sq51j1","male","literal","","","","purpose","{""Q0"":""""}"
"1249","","survey-text","12","103560","0.0-8.0","7bjzhnv0c36cn7sq51j1","male","literal","","","","feedback","{""Q0"":""""}"
"7344","debrief.html","external-html","13","111259","0.0-9.0","7bjzhnv0c36cn7sq51j1","male","literal","","","","",""
