"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"14472","consent.html","external-html","0","14964","0.0-0.0","cdbwdh48cj3aydpt50b9","male","literal","","","","",""
"42144","","instructions","1","57113","0.0-1.0","cdbwdh48cj3aydpt50b9","male","literal","[{""page_index"":0,""viewing_time"":7176},{""page_index"":1,""viewing_time"":28536},{""page_index"":2,""viewing_time"":5325},{""page_index"":3,""viewing_time"":1102}]","","","",""
"112173","","html-slider-response","2","169296","0.0-2.0","cdbwdh48cj3aydpt50b9","male","literal","","5","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_literal.png"" class=""main-trial""/>","trial",""
"7034","","survey-likert","3","176346","0.0-3.0-0.0","cdbwdh48cj3aydpt50b9","male","literal","","","","urgent","{""Q0"":4}"
"4675","","survey-likert","4","181061","0.0-3.0-1.0","cdbwdh48cj3aydpt50b9","male","literal","","","","peace","{""Q0"":2}"
"8178","","survey-likert","5","189266","0.0-3.0-2.0","cdbwdh48cj3aydpt50b9","male","literal","","","","sympathy","{""Q0"":5}"
"6741","","survey-likert","6","196036","0.0-3.0-3.0","cdbwdh48cj3aydpt50b9","male","literal","","","","guilty","{""Q0"":2}"
"9465","","survey-multi-choice","7","205545","0.0-4.0-0.0","cdbwdh48cj3aydpt50b9","male","literal","","","","self-cancer","{""Q0"":""No""}"
"3202","","survey-multi-choice","8","208783","0.0-4.0-1.0","cdbwdh48cj3aydpt50b9","male","literal","","","","ff-cancer","{""Q0"":""No""}"
"11506","","survey-multi-choice","9","220372","0.0-5.0","cdbwdh48cj3aydpt50b9","male","literal","","","","demographics","{""Q0"":""Male"",""Q1"":""Associate degree (e.g. AA, AS)"",""Q2"":""$25,000 through $49,999"",""Q3"":""Yes""}"
"3401","","survey-text","10","223854","0.0-6.0","cdbwdh48cj3aydpt50b9","male","literal","","","","age","{""Q0"":""33""}"
"16356","","survey-text","11","240214","0.0-7.0","cdbwdh48cj3aydpt50b9","male","literal","","","","purpose","{""Q0"":""Trying to find out how much people would donate if given the choice.""}"
"4969","","survey-text","12","245186","0.0-8.0","cdbwdh48cj3aydpt50b9","male","literal","","","","feedback","{""Q0"":""NA""}"
"6425","debrief.html","external-html","13","251864","0.0-9.0","cdbwdh48cj3aydpt50b9","male","literal","","","","",""
