"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"10947","consent.html","external-html","0","11179","0.0-0.0","ex0efh9amz88s6rrmgbf","female","journey","","","","",""
"28309","","instructions","1","39491","0.0-1.0","ex0efh9amz88s6rrmgbf","female","journey","[{""page_index"":0,""viewing_time"":11264},{""page_index"":1,""viewing_time"":11500},{""page_index"":2,""viewing_time"":4372},{""page_index"":3,""viewing_time"":1171}]","","","",""
"31959","","html-slider-response","2","71456","0.0-2.0","ex0efh9amz88s6rrmgbf","female","journey","","50","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_journey.png"" class=""main-trial""/>","trial",""
"6180","","survey-likert","3","77641","0.0-3.0-0.0","ex0efh9amz88s6rrmgbf","female","journey","","","","sympathy","{""Q0"":6}"
"8065","","survey-likert","4","85710","0.0-3.0-1.0","ex0efh9amz88s6rrmgbf","female","journey","","","","urgent","{""Q0"":6}"
"5928","","survey-likert","5","91642","0.0-3.0-2.0","ex0efh9amz88s6rrmgbf","female","journey","","","","guilty","{""Q0"":1}"
"2644","","survey-likert","6","94290","0.0-3.0-3.0","ex0efh9amz88s6rrmgbf","female","journey","","","","peace","{""Q0"":4}"
"3846","","survey-multi-choice","7","98143","0.0-4.0-0.0","ex0efh9amz88s6rrmgbf","female","journey","","","","ff-cancer","{""Q0"":""No""}"
"2388","","survey-multi-choice","8","100535","0.0-4.0-1.0","ex0efh9amz88s6rrmgbf","female","journey","","","","self-cancer","{""Q0"":""No""}"
"10995","","survey-multi-choice","9","111545","0.0-5.0","ex0efh9amz88s6rrmgbf","female","journey","","","","demographics","{""Q0"":""Female"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$50,000 through $74,999"",""Q3"":""Yes""}"
"3564","","survey-text","10","115114","0.0-6.0","ex0efh9amz88s6rrmgbf","female","journey","","","","age","{""Q0"":""28""}"
"3103","","survey-text","11","118220","0.0-7.0","ex0efh9amz88s6rrmgbf","female","journey","","","","purpose","{""Q0"":""""}"
"1819","","survey-text","12","120041","0.0-8.0","ex0efh9amz88s6rrmgbf","female","journey","","","","feedback","{""Q0"":""""}"
"9080","debrief.html","external-html","13","129501","0.0-9.0","ex0efh9amz88s6rrmgbf","female","journey","","","","",""
