"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"7742","consent.html","external-html","0","7778","0.0-0.0","m3n6vajedrkm64695sup","male","battle","","","","",""
"64405","","instructions","1","72184","0.0-1.0","m3n6vajedrkm64695sup","male","battle","[{""page_index"":0,""viewing_time"":6061},{""page_index"":1,""viewing_time"":45792},{""page_index"":2,""viewing_time"":11248},{""page_index"":3,""viewing_time"":1304}]","","","",""
"27615","","html-slider-response","2","99800","0.0-2.0","m3n6vajedrkm64695sup","male","battle","","10","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_battle.png"" class=""main-trial""/>","trial",""
"19615","","survey-likert","3","119416","0.0-3.0-0.0","m3n6vajedrkm64695sup","male","battle","","","","urgent","{""Q0"":5}"
"7407","","survey-likert","4","126825","0.0-3.0-1.0","m3n6vajedrkm64695sup","male","battle","","","","guilty","{""Q0"":3}"
"2999","","survey-likert","5","129825","0.0-3.0-2.0","m3n6vajedrkm64695sup","male","battle","","","","peace","{""Q0"":4}"
"3854","","survey-likert","6","133681","0.0-3.0-3.0","m3n6vajedrkm64695sup","male","battle","","","","sympathy","{""Q0"":5}"
"2918","","survey-multi-choice","7","136601","0.0-4.0-0.0","m3n6vajedrkm64695sup","male","battle","","","","self-cancer","{""Q0"":""No""}"
"2710","","survey-multi-choice","8","139313","0.0-4.0-1.0","m3n6vajedrkm64695sup","male","battle","","","","ff-cancer","{""Q0"":""No""}"
"10508","","survey-multi-choice","9","149825","0.0-5.0","m3n6vajedrkm64695sup","male","battle","","","","demographics","{""Q0"":""Male"",""Q1"":""Associate degree (e.g. AA, AS)"",""Q2"":""$25,000 through $49,999"",""Q3"":""Yes""}"
"4310","","survey-text","10","154137","0.0-6.0","m3n6vajedrkm64695sup","male","battle","","","","age","{""Q0"":""45""}"
"19983","","survey-text","11","174120","0.0-7.0","m3n6vajedrkm64695sup","male","battle","","","","purpose","{""Q0"":""To understand thoughts on giving to charity.""}"
"8271","","survey-text","12","182392","0.0-8.0","m3n6vajedrkm64695sup","male","battle","","","","feedback","{""Q0"":""no problems""}"
"15738","debrief.html","external-html","13","198474","0.0-9.0","m3n6vajedrkm64695sup","male","battle","","","","",""
