"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"26182","consent.html","external-html","0","26284","0.0-0.0","p17y4orj0c0jn2mt1f66","male","literal","","","","",""
"45013","","instructions","1","71298","0.0-1.0","p17y4orj0c0jn2mt1f66","male","literal","[{""page_index"":0,""viewing_time"":7436},{""page_index"":1,""viewing_time"":32792},{""page_index"":2,""viewing_time"":3408},{""page_index"":3,""viewing_time"":1376}]","","","",""
"57670","","html-slider-response","2","128970","0.0-2.0","p17y4orj0c0jn2mt1f66","male","literal","","5","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_literal.png"" class=""main-trial""/>","trial",""
"11926","","survey-likert","3","140898","0.0-3.0-0.0","p17y4orj0c0jn2mt1f66","male","literal","","","","peace","{""Q0"":4}"
"3878","","survey-likert","4","144778","0.0-3.0-1.0","p17y4orj0c0jn2mt1f66","male","literal","","","","sympathy","{""Q0"":5}"
"6103","","survey-likert","5","150881","0.0-3.0-2.0","p17y4orj0c0jn2mt1f66","male","literal","","","","guilty","{""Q0"":1}"
"17079","","survey-likert","6","167961","0.0-3.0-3.0","p17y4orj0c0jn2mt1f66","male","literal","","","","urgent","{""Q0"":6}"
"5542","","survey-multi-choice","7","173505","0.0-4.0-0.0","p17y4orj0c0jn2mt1f66","male","literal","","","","ff-cancer","{""Q0"":""No""}"
"2438","","survey-multi-choice","8","175945","0.0-4.0-1.0","p17y4orj0c0jn2mt1f66","male","literal","","","","self-cancer","{""Q0"":""No""}"
"20220","","survey-multi-choice","9","196170","0.0-5.0","p17y4orj0c0jn2mt1f66","male","literal","","","","demographics","{""Q0"":""Male"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$50,000 through $74,999"",""Q3"":""Yes""}"
"3558","","survey-text","10","199730","0.0-6.0","p17y4orj0c0jn2mt1f66","male","literal","","","","age","{""Q0"":""33""}"
"3799","","survey-text","11","203529","0.0-7.0","p17y4orj0c0jn2mt1f66","male","literal","","","","purpose","{""Q0"":""""}"
"1855","","survey-text","12","205385","0.0-8.0","p17y4orj0c0jn2mt1f66","male","literal","","","","feedback","{""Q0"":""""}"
"13610","debrief.html","external-html","13","219242","0.0-9.0","p17y4orj0c0jn2mt1f66","male","literal","","","","",""
