"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"57034","consent.html","external-html","0","57168","0.0-0.0","s28tf902qlmzfe6l9ok6","male","literal","","","","",""
"76431","","instructions","1","133601","0.0-1.0","s28tf902qlmzfe6l9ok6","male","literal","[{""page_index"":0,""viewing_time"":6756},{""page_index"":1,""viewing_time"":67470},{""page_index"":2,""viewing_time"":1436},{""page_index"":3,""viewing_time"":768}]","","","",""
"17375","","html-slider-response","2","150979","0.0-2.0","s28tf902qlmzfe6l9ok6","male","literal","","5","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_literal.png"" class=""main-trial""/>","trial",""
"4845","","survey-likert","3","155827","0.0-3.0-0.0","s28tf902qlmzfe6l9ok6","male","literal","","","","guilty","{""Q0"":2}"
"2268","","survey-likert","4","158097","0.0-3.0-1.0","s28tf902qlmzfe6l9ok6","male","literal","","","","sympathy","{""Q0"":5}"
"2142","","survey-likert","5","160240","0.0-3.0-2.0","s28tf902qlmzfe6l9ok6","male","literal","","","","urgent","{""Q0"":4}"
"1879","","survey-likert","6","162120","0.0-3.0-3.0","s28tf902qlmzfe6l9ok6","male","literal","","","","peace","{""Q0"":3}"
"3297","","survey-multi-choice","7","165419","0.0-4.0-0.0","s28tf902qlmzfe6l9ok6","male","literal","","","","ff-cancer","{""Q0"":""Yes""}"
"1803","","survey-multi-choice","8","167225","0.0-4.0-1.0","s28tf902qlmzfe6l9ok6","male","literal","","","","self-cancer","{""Q0"":""No""}"
"5859","","survey-multi-choice","9","173093","0.0-5.0","s28tf902qlmzfe6l9ok6","male","literal","","","","demographics","{""Q0"":""Female"",""Q1"":""High school degree or equivalent (e.g. GED)"",""Q2"":""$100,000 through $149,999"",""Q3"":""Yes""}"
"2901","","survey-text","10","175997","0.0-6.0","s28tf902qlmzfe6l9ok6","male","literal","","","","age","{""Q0"":""36""}"
"1827","","survey-text","11","177824","0.0-7.0","s28tf902qlmzfe6l9ok6","male","literal","","","","purpose","{""Q0"":""""}"
"1133","","survey-text","12","178958","0.0-8.0","s28tf902qlmzfe6l9ok6","male","literal","","","","feedback","{""Q0"":""""}"
"1929","debrief.html","external-html","13","181181","0.0-9.0","s28tf902qlmzfe6l9ok6","male","literal","","","","",""
