"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"1996","consent.html","external-html","0","2106","0.0-0.0","u9etxd0pnvqz69k4526h","female","literal","","","","",""
"12856","","instructions","1","14964","0.0-1.0","u9etxd0pnvqz69k4526h","female","literal","[{""page_index"":0,""viewing_time"":3103},{""page_index"":1,""viewing_time"":6884},{""page_index"":2,""viewing_time"":2114},{""page_index"":3,""viewing_time"":754}]","","","",""
"16242","","html-slider-response","2","31209","0.0-2.0","u9etxd0pnvqz69k4526h","female","literal","","10","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_literal.png"" class=""main-trial""/>","trial",""
"3114","","survey-likert","3","34326","0.0-3.0-0.0","u9etxd0pnvqz69k4526h","female","literal","","","","urgent","{""Q0"":5}"
"3981","","survey-likert","4","38307","0.0-3.0-1.0","u9etxd0pnvqz69k4526h","female","literal","","","","peace","{""Q0"":3}"
"2519","","survey-likert","5","40828","0.0-3.0-2.0","u9etxd0pnvqz69k4526h","female","literal","","","","serious","{""Q0"":5}"
"3171","","survey-likert","6","44000","0.0-3.0-3.0","u9etxd0pnvqz69k4526h","female","literal","","","","sympathy","{""Q0"":6}"
"3847","","survey-likert","7","47848","0.0-3.0-4.0","u9etxd0pnvqz69k4526h","female","literal","","","","guilty","{""Q0"":5}"
"3643","","survey-multi-choice","8","51494","0.0-4.0-0.0","u9etxd0pnvqz69k4526h","female","literal","","","","ff-cancer","{""Q0"":""Yes""}"
"1988","","survey-multi-choice","9","53484","0.0-4.0-1.0","u9etxd0pnvqz69k4526h","female","literal","","","","self-cancer","{""Q0"":""No""}"
"6620","","survey-multi-choice","10","60111","0.0-5.0","u9etxd0pnvqz69k4526h","female","literal","","","","demographics","{""Q0"":""Male"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$100,000 through $149,999"",""Q3"":""Yes""}"
"3283","","survey-text","11","63395","0.0-6.0","u9etxd0pnvqz69k4526h","female","literal","","","","age","{""Q0"":""35""}"
"3318","","survey-text","12","66715","0.0-7.0","u9etxd0pnvqz69k4526h","female","literal","","","","purpose","{""Q0"":""""}"
"1102","","survey-text","13","67817","0.0-8.0","u9etxd0pnvqz69k4526h","female","literal","","","","feedback","{""Q0"":""""}"
"2359","debrief.html","external-html","14","70473","0.0-9.0","u9etxd0pnvqz69k4526h","female","literal","","","","",""
