"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"8802","consent.html","external-html","0","9084","0.0-0.0","zq3xxyv281418e5mvsnc","male","literal","","","","",""
"44561","","instructions","1","53649","0.0-1.0","zq3xxyv281418e5mvsnc","male","literal","[{""page_index"":0,""viewing_time"":17116},{""page_index"":1,""viewing_time"":23413},{""page_index"":2,""viewing_time"":3039},{""page_index"":3,""viewing_time"":993}]","","","",""
"36844","","html-slider-response","2","90496","0.0-2.0","zq3xxyv281418e5mvsnc","male","literal","","5","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_literal.png"" class=""main-trial""/>","trial",""
"10439","","survey-likert","3","100937","0.0-3.0-0.0","zq3xxyv281418e5mvsnc","male","literal","","","","peace","{""Q0"":6}"
"2840","","survey-likert","4","103783","0.0-3.0-1.0","zq3xxyv281418e5mvsnc","male","literal","","","","serious","{""Q0"":6}"
"12235","","survey-likert","5","116024","0.0-3.0-2.0","zq3xxyv281418e5mvsnc","male","literal","","","","guilty","{""Q0"":3}"
"4960","","survey-likert","6","120991","0.0-3.0-3.0","zq3xxyv281418e5mvsnc","male","literal","","","","sympathy","{""Q0"":6}"
"2588","","survey-likert","7","123584","0.0-3.0-4.0","zq3xxyv281418e5mvsnc","male","literal","","","","urgent","{""Q0"":6}"
"4447","","survey-multi-choice","8","128039","0.0-4.0-0.0","zq3xxyv281418e5mvsnc","male","literal","","","","ff-cancer","{""Q0"":""Prefer not to say""}"
"3194","","survey-multi-choice","9","131238","0.0-4.0-1.0","zq3xxyv281418e5mvsnc","male","literal","","","","self-cancer","{""Q0"":""No""}"
"6555","","survey-multi-choice","10","137807","0.0-5.0","zq3xxyv281418e5mvsnc","male","literal","","","","demographics","{""Q0"":""Male"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$100,000 through $149,999"",""Q3"":""Yes""}"
"3737","","survey-text","11","141550","0.0-6.0","zq3xxyv281418e5mvsnc","male","literal","","","","age","{""Q0"":""26""}"
"2031","","survey-text","12","143582","0.0-7.0","zq3xxyv281418e5mvsnc","male","literal","","","","purpose","{""Q0"":""""}"
"1262","","survey-text","13","144845","0.0-8.0","zq3xxyv281418e5mvsnc","male","literal","","","","feedback","{""Q0"":""""}"
"7326","debrief.html","external-html","14","152517","0.0-9.0","zq3xxyv281418e5mvsnc","male","literal","","","","",""
