"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"4113","consent.html","external-html","0","4201","0.0-0.0","w9r8jv0ph0g2erf39m70","female","battle","","","","",""
"27292","","instructions","1","31494","0.0-1.0","w9r8jv0ph0g2erf39m70","female","battle","[{""page_index"":0,""viewing_time"":3139},{""page_index"":1,""viewing_time"":19301},{""page_index"":2,""viewing_time"":4038},{""page_index"":3,""viewing_time"":814}]","","","",""
"11742","","html-slider-response","2","43237","0.0-2.0","w9r8jv0ph0g2erf39m70","female","battle","","25","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_battle.png"" class=""main-trial""/>","trial",""
"7678","","survey-likert","3","50916","0.0-3.0-0.0","w9r8jv0ph0g2erf39m70","female","battle","","","","peace","{""Q0"":4}"
"3761","","survey-likert","4","54679","0.0-3.0-1.0","w9r8jv0ph0g2erf39m70","female","battle","","","","sympathy","{""Q0"":5}"
"4844","","survey-likert","5","59523","0.0-3.0-2.0","w9r8jv0ph0g2erf39m70","female","battle","","","","guilty","{""Q0"":5}"
"2828","","survey-likert","6","62352","0.0-3.0-3.0","w9r8jv0ph0g2erf39m70","female","battle","","","","urgent","{""Q0"":6}"
"2494","","survey-likert","7","64847","0.0-3.0-4.0","w9r8jv0ph0g2erf39m70","female","battle","","","","serious","{""Q0"":6}"
"2108","","survey-multi-choice","8","66958","0.0-4.0-0.0","w9r8jv0ph0g2erf39m70","female","battle","","","","self-cancer","{""Q0"":""No""}"
"2008","","survey-multi-choice","9","68966","0.0-4.0-1.0","w9r8jv0ph0g2erf39m70","female","battle","","","","ff-cancer","{""Q0"":""No""}"
"11851","","survey-multi-choice","10","80821","0.0-5.0","w9r8jv0ph0g2erf39m70","female","battle","","","","demographics","{""Q0"":""Male"",""Q1"":""High school degree or equivalent (e.g. GED)"",""Q2"":""$10,000 through $24,999"",""Q3"":""Yes""}"
"5050","","survey-text","11","85872","0.0-6.0","w9r8jv0ph0g2erf39m70","female","battle","","","","age","{""Q0"":""28""}"
"12332","","survey-text","12","98205","0.0-7.0","w9r8jv0ph0g2erf39m70","female","battle","","","","purpose","{""Q0"":""Opinions of others and money.""}"
"5738","","survey-text","13","103944","0.0-8.0","w9r8jv0ph0g2erf39m70","female","battle","","","","feedback","{""Q0"":""Thank you""}"
"2366","debrief.html","external-html","14","106536","0.0-9.0","w9r8jv0ph0g2erf39m70","female","battle","","","","",""
