"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"3070","consent.html","external-html","0","3105","0.0-0.0","wb901wfetpfb50m2ucl7","female","journey","","","","",""
"12454","","instructions","1","15560","0.0-1.0","wb901wfetpfb50m2ucl7","female","journey","[{""page_index"":0,""viewing_time"":3642},{""page_index"":1,""viewing_time"":5733},{""page_index"":2,""viewing_time"":2302},{""page_index"":3,""viewing_time"":777}]","","","",""
"53613","","html-slider-response","2","69174","0.0-2.0","wb901wfetpfb50m2ucl7","female","journey","","25","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_journey.png"" class=""main-trial""/>","trial",""
"5812","","survey-likert","3","74987","0.0-3.0-0.0","wb901wfetpfb50m2ucl7","female","journey","","","","peace","{""Q0"":3}"
"9893","","survey-likert","4","84883","0.0-3.0-1.0","wb901wfetpfb50m2ucl7","female","journey","","","","guilty","{""Q0"":3}"
"3712","","survey-likert","5","88597","0.0-3.0-2.0","wb901wfetpfb50m2ucl7","female","journey","","","","urgent","{""Q0"":6}"
"2403","","survey-likert","6","91003","0.0-3.0-3.0","wb901wfetpfb50m2ucl7","female","journey","","","","serious","{""Q0"":6}"
"2351","","survey-likert","7","93356","0.0-3.0-4.0","wb901wfetpfb50m2ucl7","female","journey","","","","sympathy","{""Q0"":6}"
"3258","","survey-multi-choice","8","96618","0.0-4.0-0.0","wb901wfetpfb50m2ucl7","female","journey","","","","self-cancer","{""Q0"":""No""}"
"2036","","survey-multi-choice","9","98657","0.0-4.0-1.0","wb901wfetpfb50m2ucl7","female","journey","","","","ff-cancer","{""Q0"":""No""}"
"89111","","survey-multi-choice","10","187776","0.0-5.0","wb901wfetpfb50m2ucl7","female","journey","","","","demographics","{""Q0"":""Male"",""Q1"":""Associate degree (e.g. AA, AS)"",""Q2"":""$10,000 through $24,999"",""Q3"":""Yes""}"
"2857","","survey-text","11","190636","0.0-6.0","wb901wfetpfb50m2ucl7","female","journey","","","","age","{""Q0"":""33""}"
"26862","","survey-text","12","217499","0.0-7.0","wb901wfetpfb50m2ucl7","female","journey","","","","purpose","{""Q0"":""Charitable perceptions on various causes from different demographics.""}"
"1837","","survey-text","13","219337","0.0-8.0","wb901wfetpfb50m2ucl7","female","journey","","","","feedback","{""Q0"":""""}"
"3851","debrief.html","external-html","14","223361","0.0-9.0","wb901wfetpfb50m2ucl7","female","journey","","","","",""
