"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"4835","consent.html","external-html","0","4994","0.0-0.0","e9wmv1hk5aukz6y75qeg","male","journey","","","","",""
"20302","","instructions","1","25300","0.0-1.0","e9wmv1hk5aukz6y75qeg","male","journey","[{""page_index"":0,""viewing_time"":4176},{""page_index"":1,""viewing_time"":11893},{""page_index"":2,""viewing_time"":2915},{""page_index"":3,""viewing_time"":1317}]","","","",""
"41237","","html-slider-response","2","66542","0.0-2.0","e9wmv1hk5aukz6y75qeg","male","journey","","0","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_journey.png"" class=""main-trial""/>","trial",""
"6697","","survey-likert","3","73241","0.0-3.0-0.0","e9wmv1hk5aukz6y75qeg","male","journey","","","","serious","{""Q0"":6}"
"3287","","survey-likert","4","76530","0.0-3.0-1.0","e9wmv1hk5aukz6y75qeg","male","journey","","","","sympathy","{""Q0"":5}"
"3214","","survey-likert","5","79748","0.0-3.0-2.0","e9wmv1hk5aukz6y75qeg","male","journey","","","","urgent","{""Q0"":4}"
"2128","","survey-likert","6","81877","0.0-3.0-3.0","e9wmv1hk5aukz6y75qeg","male","journey","","","","peace","{""Q0"":3}"
"4848","","survey-likert","7","86726","0.0-3.0-4.0","e9wmv1hk5aukz6y75qeg","male","journey","","","","guilty","{""Q0"":3}"
"2576","","survey-multi-choice","8","89309","0.0-4.0-0.0","e9wmv1hk5aukz6y75qeg","male","journey","","","","ff-cancer","{""Q0"":""Yes""}"
"1601","","survey-multi-choice","9","90913","0.0-4.0-1.0","e9wmv1hk5aukz6y75qeg","male","journey","","","","self-cancer","{""Q0"":""No""}"
"7750","","survey-multi-choice","10","98671","0.0-5.0","e9wmv1hk5aukz6y75qeg","male","journey","","","","demographics","{""Q0"":""Male"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$25,000 through $49,999"",""Q3"":""Yes""}"
"3532","","survey-text","11","102209","0.0-6.0","e9wmv1hk5aukz6y75qeg","male","journey","","","","age","{""Q0"":""37""}"
"6387","","survey-text","12","108599","0.0-7.0","e9wmv1hk5aukz6y75qeg","male","journey","","","","purpose","{""Q0"":""I don't know.""}"
"1800","","survey-text","13","110400","0.0-8.0","e9wmv1hk5aukz6y75qeg","male","journey","","","","feedback","{""Q0"":""""}"
"3588","debrief.html","external-html","14","114369","0.0-9.0","e9wmv1hk5aukz6y75qeg","male","journey","","","","",""
