"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"3495","consent.html","external-html","0","3611","0.0-0.0","qweo4lhsbb5hjakdelpy","female","literal","","","","",""
"23707","","instructions","1","27319","0.0-1.0","qweo4lhsbb5hjakdelpy","female","literal","[{""page_index"":0,""viewing_time"":5982},{""page_index"":1,""viewing_time"":12426},{""page_index"":2,""viewing_time"":3944},{""page_index"":3,""viewing_time"":1353}]","","","",""
"39942","","html-slider-response","2","67262","0.0-2.0","qweo4lhsbb5hjakdelpy","female","literal","","5","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_literal.png"" class=""main-trial""/>","trial",""
"7880","","survey-likert","3","75144","0.0-3.0-0.0","qweo4lhsbb5hjakdelpy","female","literal","","","","peace","{""Q0"":4}"
"5786","","survey-likert","4","80932","0.0-3.0-1.0","qweo4lhsbb5hjakdelpy","female","literal","","","","guilty","{""Q0"":0}"
"4180","","survey-likert","5","85115","0.0-3.0-2.0","qweo4lhsbb5hjakdelpy","female","literal","","","","sympathy","{""Q0"":5}"
"3271","","survey-likert","6","88387","0.0-3.0-3.0","qweo4lhsbb5hjakdelpy","female","literal","","","","urgent","{""Q0"":2}"
"3100","","survey-multi-choice","7","91490","0.0-4.0-0.0","qweo4lhsbb5hjakdelpy","female","literal","","","","ff-cancer","{""Q0"":""No""}"
"1727","","survey-multi-choice","8","93220","0.0-4.0-1.0","qweo4lhsbb5hjakdelpy","female","literal","","","","self-cancer","{""Q0"":""No""}"
"6806","","survey-multi-choice","9","100031","0.0-5.0","qweo4lhsbb5hjakdelpy","female","literal","","","","demographics","{""Q0"":""Male"",""Q1"":""Master’s degree (e.g. MA, MS, MEd)"",""Q2"":""$10,000 through $24,999"",""Q3"":""Yes""}"
"3086","","survey-text","10","103118","0.0-6.0","qweo4lhsbb5hjakdelpy","female","literal","","","","age","{""Q0"":""39""}"
"1880","","survey-text","11","105000","0.0-7.0","qweo4lhsbb5hjakdelpy","female","literal","","","","purpose","{""Q0"":""""}"
"1558","","survey-text","12","106559","0.0-8.0","qweo4lhsbb5hjakdelpy","female","literal","","","","feedback","{""Q0"":""""}"
"1862","debrief.html","external-html","13","108668","0.0-9.0","qweo4lhsbb5hjakdelpy","female","literal","","","","",""
