"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"3396","consent.html","external-html","0","3460","0.0-0.0","yok06tcll1cj3qv3ez54","female","journey","","","","",""
"4648","","instructions","1","8109","0.0-1.0","yok06tcll1cj3qv3ez54","female","journey","[{""page_index"":0,""viewing_time"":2567},{""page_index"":1,""viewing_time"":954},{""page_index"":2,""viewing_time"":714},{""page_index"":3,""viewing_time"":412}]","","","",""
"4284","","html-slider-response","2","12399","0.0-2.0","yok06tcll1cj3qv3ez54","female","journey","","33","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_journey.png"" class=""main-trial""/>","trial",""
"3260","","survey-likert","3","15662","0.0-3.0-0.0","yok06tcll1cj3qv3ez54","female","journey","","","","guilty","{""Q0"":4}"
"1810","","survey-likert","4","17473","0.0-3.0-1.0","yok06tcll1cj3qv3ez54","female","journey","","","","urgent","{""Q0"":5}"
"1207","","survey-likert","5","18682","0.0-3.0-2.0","yok06tcll1cj3qv3ez54","female","journey","","","","sympathy","{""Q0"":4}"
"2072","","survey-likert","6","20756","0.0-3.0-3.0","yok06tcll1cj3qv3ez54","female","journey","","","","peace","{""Q0"":2}"
"2370","","survey-multi-choice","7","23130","0.0-4.0-0.0","yok06tcll1cj3qv3ez54","female","journey","","","","self-cancer","{""Q0"":""No""}"
"2471","","survey-multi-choice","8","25603","0.0-4.0-1.0","yok06tcll1cj3qv3ez54","female","journey","","","","ff-cancer","{""Q0"":""No""}"
"12684","","survey-multi-choice","9","38297","0.0-5.0","yok06tcll1cj3qv3ez54","female","journey","","","","demographics","{""Q0"":""Female"",""Q1"":""High school degree or equivalent (e.g. GED)"",""Q2"":""$25,000 through $49,999"",""Q3"":""Yes""}"
"2856","","survey-text","10","41157","0.0-6.0","yok06tcll1cj3qv3ez54","female","journey","","","","age","{""Q0"":""25""}"
"1556","","survey-text","11","42713","0.0-7.0","yok06tcll1cj3qv3ez54","female","journey","","","","purpose","{""Q0"":""""}"
"930","","survey-text","12","43645","0.0-8.0","yok06tcll1cj3qv3ez54","female","journey","","","","feedback","{""Q0"":""""}"
"2413","debrief.html","external-html","13","46313","0.0-9.0","yok06tcll1cj3qv3ez54","female","journey","","","","",""
