"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"6629","consent.html","external-html","0","6718","0.0-0.0","7km221u3oq1gxwnjpd4r","male","literal","","","","",""
"19883","","instructions","1","26603","0.0-1.0","7km221u3oq1gxwnjpd4r","male","literal","[{""page_index"":0,""viewing_time"":7166},{""page_index"":1,""viewing_time"":7444},{""page_index"":2,""viewing_time"":4238},{""page_index"":3,""viewing_time"":1034}]","","","",""
"42828","","html-slider-response","2","69433","0.0-2.0","7km221u3oq1gxwnjpd4r","male","literal","","5","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_literal.png"" class=""main-trial""/>","trial",""
"6000","","survey-likert","3","75435","0.0-3.0-0.0","7km221u3oq1gxwnjpd4r","male","literal","","","","urgent","{""Q0"":2}"
"6850","","survey-likert","4","82291","0.0-3.0-1.0","7km221u3oq1gxwnjpd4r","male","literal","","","","peace","{""Q0"":4}"
"10933","","survey-likert","5","93229","0.0-3.0-2.0","7km221u3oq1gxwnjpd4r","male","literal","","","","guilty","{""Q0"":5}"
"2940","","survey-likert","6","96173","0.0-3.0-3.0","7km221u3oq1gxwnjpd4r","male","literal","","","","sympathy","{""Q0"":5}"
"4566","","survey-multi-choice","7","100745","0.0-4.0-0.0","7km221u3oq1gxwnjpd4r","male","literal","","","","ff-cancer","{""Q0"":""Yes""}"
"2136","","survey-multi-choice","8","102887","0.0-4.0-1.0","7km221u3oq1gxwnjpd4r","male","literal","","","","self-cancer","{""Q0"":""No""}"
"7089","","survey-multi-choice","9","109989","0.0-5.0","7km221u3oq1gxwnjpd4r","male","literal","","","","demographics","{""Q0"":""Male"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$25,000 through $49,999"",""Q3"":""Yes""}"
"4788","","survey-text","10","114783","0.0-6.0","7km221u3oq1gxwnjpd4r","male","literal","","","","age","{""Q0"":""37""}"
"5021","","survey-text","11","119805","0.0-7.0","7km221u3oq1gxwnjpd4r","male","literal","","","","purpose","{""Q0"":""Not sure.""}"
"1913","","survey-text","12","121719","0.0-8.0","7km221u3oq1gxwnjpd4r","male","literal","","","","feedback","{""Q0"":""""}"
"7880","debrief.html","external-html","13","129710","0.0-9.0","7km221u3oq1gxwnjpd4r","male","literal","","","","",""
