"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"639459","consent.html","external-html","0","639561","0.0-0.0","1oqn6nq7dkk4uj862r4r","male","literal","","","","",""
"9171","","instructions","1","648735","0.0-1.0","1oqn6nq7dkk4uj862r4r","male","literal","[{""page_index"":0,""viewing_time"":1910},{""page_index"":1,""viewing_time"":4325},{""page_index"":2,""viewing_time"":2083},{""page_index"":3,""viewing_time"":853}]","","","",""
"396319","","html-slider-response","2","1045059","0.0-2.0","1oqn6nq7dkk4uj862r4r","male","literal","","0","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_literal.png"" class=""main-trial""/>","trial",""
"2688","","survey-likert","3","1047754","0.0-3.0-0.0","1oqn6nq7dkk4uj862r4r","male","literal","","","","sympathy","{""Q0"":4}"
"2728","","survey-likert","4","1050483","0.0-3.0-1.0","1oqn6nq7dkk4uj862r4r","male","literal","","","","guilty","{""Q0"":3}"
"1380","","survey-likert","5","1051864","0.0-3.0-2.0","1oqn6nq7dkk4uj862r4r","male","literal","","","","peace","{""Q0"":4}"
"1761","","survey-likert","6","1053627","0.0-3.0-3.0","1oqn6nq7dkk4uj862r4r","male","literal","","","","urgent","{""Q0"":5}"
"2017","","survey-multi-choice","7","1055647","0.0-4.0-0.0","1oqn6nq7dkk4uj862r4r","male","literal","","","","ff-cancer","{""Q0"":""No""}"
"1227","","survey-multi-choice","8","1056876","0.0-4.0-1.0","1oqn6nq7dkk4uj862r4r","male","literal","","","","self-cancer","{""Q0"":""No""}"
"6074","","survey-multi-choice","9","1062956","0.0-5.0","1oqn6nq7dkk4uj862r4r","male","literal","","","","demographics","{""Q0"":""Male"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$50,000 through $74,999"",""Q3"":""Yes""}"
"2522","","survey-text","10","1065478","0.0-6.0","1oqn6nq7dkk4uj862r4r","male","literal","","","","age","{""Q0"":""38""}"
"1213","","survey-text","11","1066693","0.0-7.0","1oqn6nq7dkk4uj862r4r","male","literal","","","","purpose","{""Q0"":""""}"
"963","","survey-text","12","1067658","0.0-8.0","1oqn6nq7dkk4uj862r4r","male","literal","","","","feedback","{""Q0"":""""}"
"2766","debrief.html","external-html","13","1070688","0.0-9.0","1oqn6nq7dkk4uj862r4r","male","literal","","","","",""
