"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"8242","consent.html","external-html","0","8388","0.0-0.0","juhjc2q8wv9jwmf9gucf","male","battle","","","","",""
"43514","","instructions","1","51904","0.0-1.0","juhjc2q8wv9jwmf9gucf","male","battle","[{""page_index"":0,""viewing_time"":2508},{""page_index"":1,""viewing_time"":38097},{""page_index"":2,""viewing_time"":2032},{""page_index"":3,""viewing_time"":876}]","","","",""
"25600","","html-slider-response","2","77506","0.0-2.0","juhjc2q8wv9jwmf9gucf","male","battle","","10","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_battle.png"" class=""main-trial""/>","trial",""
"3558","","survey-likert","3","81066","0.0-3.0-0.0","juhjc2q8wv9jwmf9gucf","male","battle","","","","sympathy","{""Q0"":5}"
"1550","","survey-likert","4","82617","0.0-3.0-1.0","juhjc2q8wv9jwmf9gucf","male","battle","","","","peace","{""Q0"":4}"
"1881","","survey-likert","5","84499","0.0-3.0-2.0","juhjc2q8wv9jwmf9gucf","male","battle","","","","urgent","{""Q0"":5}"
"1635","","survey-likert","6","86135","0.0-3.0-3.0","juhjc2q8wv9jwmf9gucf","male","battle","","","","guilty","{""Q0"":4}"
"2114","","survey-multi-choice","7","88253","0.0-4.0-0.0","juhjc2q8wv9jwmf9gucf","male","battle","","","","self-cancer","{""Q0"":""No""}"
"3333","","survey-multi-choice","8","91589","0.0-4.0-1.0","juhjc2q8wv9jwmf9gucf","male","battle","","","","ff-cancer","{""Q0"":""No""}"
"6766","","survey-multi-choice","9","98361","0.0-5.0","juhjc2q8wv9jwmf9gucf","male","battle","","","","demographics","{""Q0"":""Male"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$10,000 through $24,999"",""Q3"":""Yes""}"
"4402","","survey-text","10","102766","0.0-6.0","juhjc2q8wv9jwmf9gucf","male","battle","","","","age","{""Q0"":""1989""}"
"1716","","survey-text","11","104482","0.0-7.0","juhjc2q8wv9jwmf9gucf","male","battle","","","","purpose","{""Q0"":""""}"
"1078","","survey-text","12","105561","0.0-8.0","juhjc2q8wv9jwmf9gucf","male","battle","","","","feedback","{""Q0"":""""}"
"4674","debrief.html","external-html","13","110342","0.0-9.0","juhjc2q8wv9jwmf9gucf","male","battle","","","","",""
