"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"17000","consent.html","external-html","0","17107","0.0-0.0","01da7l27x0krhqe9tpp5","female","battle","","","","",""
"32351","","instructions","1","49461","0.0-1.0","01da7l27x0krhqe9tpp5","female","battle","[{""page_index"":0,""viewing_time"":6966},{""page_index"":1,""viewing_time"":19887},{""page_index"":2,""viewing_time"":4568},{""page_index"":3,""viewing_time"":928}]","","","",""
"27892","","html-slider-response","2","77358","0.0-2.0","01da7l27x0krhqe9tpp5","female","battle","","30","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_battle.png"" class=""main-trial""/>","trial",""
"9916","","survey-likert","3","87278","0.0-3.0-0.0","01da7l27x0krhqe9tpp5","female","battle","","","","urgent","{""Q0"":5}"
"3219","","survey-likert","4","90501","0.0-3.0-1.0","01da7l27x0krhqe9tpp5","female","battle","","","","peace","{""Q0"":4}"
"3373","","survey-likert","5","93877","0.0-3.0-2.0","01da7l27x0krhqe9tpp5","female","battle","","","","sympathy","{""Q0"":6}"
"4181","","survey-likert","6","98061","0.0-3.0-3.0","01da7l27x0krhqe9tpp5","female","battle","","","","guilty","{""Q0"":4}"
"3554","","survey-multi-choice","7","101621","0.0-4.0-0.0","01da7l27x0krhqe9tpp5","female","battle","","","","self-cancer","{""Q0"":""No""}"
"3395","","survey-multi-choice","8","105021","0.0-4.0-1.0","01da7l27x0krhqe9tpp5","female","battle","","","","ff-cancer","{""Q0"":""Yes""}"
"7633","","survey-multi-choice","9","112670","0.0-5.0","01da7l27x0krhqe9tpp5","female","battle","","","","demographics","{""Q0"":""Male"",""Q1"":""Master’s degree (e.g. MA, MS, MEd)"",""Q2"":""$75,000 through $99,999"",""Q3"":""Yes""}"
"3219","","survey-text","10","115892","0.0-6.0","01da7l27x0krhqe9tpp5","female","battle","","","","age","{""Q0"":""32""}"
"5470","","survey-text","11","121365","0.0-7.0","01da7l27x0krhqe9tpp5","female","battle","","","","purpose","{""Q0"":""""}"
"3076","","survey-text","12","124444","0.0-8.0","01da7l27x0krhqe9tpp5","female","battle","","","","feedback","{""Q0"":""""}"
"5964","debrief.html","external-html","13","130511","0.0-9.0","01da7l27x0krhqe9tpp5","female","battle","","","","",""
