"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"5460","consent.html","external-html","0","5562","0.0-0.0","v3bjwp010chchxqgkttk","female","literal","","","","",""
"48444","","instructions","1","54007","0.0-1.0","v3bjwp010chchxqgkttk","female","literal","[{""page_index"":0,""viewing_time"":7334},{""page_index"":1,""viewing_time"":37283},{""page_index"":2,""viewing_time"":2686},{""page_index"":3,""viewing_time"":1140}]","","","",""
"49643","","html-slider-response","2","103651","0.0-2.0","v3bjwp010chchxqgkttk","female","literal","","10","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_literal.png"" class=""main-trial""/>","trial",""
"6410","","survey-likert","3","110063","0.0-3.0-0.0","v3bjwp010chchxqgkttk","female","literal","","","","urgent","{""Q0"":5}"
"3355","","survey-likert","4","113422","0.0-3.0-1.0","v3bjwp010chchxqgkttk","female","literal","","","","sympathy","{""Q0"":5}"
"3598","","survey-likert","5","117024","0.0-3.0-2.0","v3bjwp010chchxqgkttk","female","literal","","","","guilty","{""Q0"":1}"
"2395","","survey-likert","6","119423","0.0-3.0-3.0","v3bjwp010chchxqgkttk","female","literal","","","","peace","{""Q0"":5}"
"2194","","survey-multi-choice","7","121622","0.0-4.0-0.0","v3bjwp010chchxqgkttk","female","literal","","","","self-cancer","{""Q0"":""No""}"
"3686","","survey-multi-choice","8","125313","0.0-4.0-1.0","v3bjwp010chchxqgkttk","female","literal","","","","ff-cancer","{""Q0"":""No""}"
"7097","","survey-multi-choice","9","132420","0.0-5.0","v3bjwp010chchxqgkttk","female","literal","","","","demographics","{""Q0"":""Male"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$75,000 through $99,999"",""Q3"":""Yes""}"
"4600","","survey-text","10","137024","0.0-6.0","v3bjwp010chchxqgkttk","female","literal","","","","age","{""Q0"":""27""}"
"1899","","survey-text","11","138924","0.0-7.0","v3bjwp010chchxqgkttk","female","literal","","","","purpose","{""Q0"":""""}"
"1061","","survey-text","12","139985","0.0-8.0","v3bjwp010chchxqgkttk","female","literal","","","","feedback","{""Q0"":""""}"
"12614","debrief.html","external-html","13","152901","0.0-9.0","v3bjwp010chchxqgkttk","female","literal","","","","",""
