"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"3763","consent.html","external-html","0","3836","0.0-0.0","acljumtd5myppe89uz5b","female","journey","","","","",""
"21294","","instructions","1","25131","0.0-1.0","acljumtd5myppe89uz5b","female","journey","[{""page_index"":0,""viewing_time"":6824},{""page_index"":1,""viewing_time"":7042},{""page_index"":2,""viewing_time"":5051},{""page_index"":3,""viewing_time"":2376}]","","","",""
"36292","","html-slider-response","2","61424","0.0-2.0","acljumtd5myppe89uz5b","female","journey","","0","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_journey.png"" class=""main-trial""/>","trial",""
"87446","","survey-likert","3","148872","0.0-3.0-0.0","acljumtd5myppe89uz5b","female","journey","","","","urgent","{""Q0"":5}"
"3236","","survey-likert","4","152118","0.0-3.0-1.0","acljumtd5myppe89uz5b","female","journey","","","","guilty","{""Q0"":6}"
"4038","","survey-likert","5","156168","0.0-3.0-2.0","acljumtd5myppe89uz5b","female","journey","","","","sympathy","{""Q0"":4}"
"1357","","survey-likert","6","157535","0.0-3.0-3.0","acljumtd5myppe89uz5b","female","journey","","","","peace","{""Q0"":5}"
"3846","","survey-multi-choice","7","161392","0.0-4.0-0.0","acljumtd5myppe89uz5b","female","journey","","","","ff-cancer","{""Q0"":""No""}"
"1211","","survey-multi-choice","8","162614","0.0-4.0-1.0","acljumtd5myppe89uz5b","female","journey","","","","self-cancer","{""Q0"":""No""}"
"13516","","survey-multi-choice","9","176148","0.0-5.0","acljumtd5myppe89uz5b","female","journey","","","","demographics","{""Q0"":""Male"",""Q1"":""High school degree or equivalent (e.g. GED)"",""Q2"":""$50,000 through $74,999"",""Q3"":""Yes""}"
"6045","","survey-text","10","182204","0.0-6.0","acljumtd5myppe89uz5b","female","journey","","","","age","{""Q0"":""23""}"
"1349","","survey-text","11","183555","0.0-7.0","acljumtd5myppe89uz5b","female","journey","","","","purpose","{""Q0"":""""}"
"842","","survey-text","12","184397","0.0-8.0","acljumtd5myppe89uz5b","female","journey","","","","feedback","{""Q0"":""""}"
"4088","debrief.html","external-html","13","188819","0.0-9.0","acljumtd5myppe89uz5b","female","journey","","","","",""
