"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"2646","consent.html","external-html","0","2705","0.0-0.0","r6otlmnxvu9xluknokkq","male","literal","","","","",""
"13827","","instructions","1","16533","0.0-1.0","r6otlmnxvu9xluknokkq","male","literal","[{""page_index"":0,""viewing_time"":2929},{""page_index"":1,""viewing_time"":8729},{""page_index"":2,""viewing_time"":1477},{""page_index"":3,""viewing_time"":691}]","","","",""
"36224","","html-slider-response","2","52759","0.0-2.0","r6otlmnxvu9xluknokkq","male","literal","","20","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_literal.png"" class=""main-trial""/>","trial",""
"5816","","survey-likert","3","58577","0.0-3.0-0.0","r6otlmnxvu9xluknokkq","male","literal","","","","peace","{""Q0"":4}"
"4184","","survey-likert","4","62761","0.0-3.0-1.0","r6otlmnxvu9xluknokkq","male","literal","","","","guilty","{""Q0"":4}"
"1820","","survey-likert","5","64582","0.0-3.0-2.0","r6otlmnxvu9xluknokkq","male","literal","","","","urgent","{""Q0"":4}"
"1805","","survey-likert","6","66388","0.0-3.0-3.0","r6otlmnxvu9xluknokkq","male","literal","","","","sympathy","{""Q0"":5}"
"3036","","survey-multi-choice","7","69426","0.0-4.0-0.0","r6otlmnxvu9xluknokkq","male","literal","","","","ff-cancer","{""Q0"":""Yes""}"
"1476","","survey-multi-choice","8","70903","0.0-4.0-1.0","r6otlmnxvu9xluknokkq","male","literal","","","","self-cancer","{""Q0"":""No""}"
"7617","","survey-multi-choice","9","78524","0.0-5.0","r6otlmnxvu9xluknokkq","male","literal","","","","demographics","{""Q0"":""Male"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$25,000 through $49,999"",""Q3"":""Yes""}"
"2915","","survey-text","10","81440","0.0-6.0","r6otlmnxvu9xluknokkq","male","literal","","","","age","{""Q0"":""28""}"
"982","","survey-text","11","82423","0.0-7.0","r6otlmnxvu9xluknokkq","male","literal","","","","purpose","{""Q0"":""""}"
"1011","","survey-text","12","83435","0.0-8.0","r6otlmnxvu9xluknokkq","male","literal","","","","feedback","{""Q0"":""""}"
"1511","debrief.html","external-html","13","85122","0.0-9.0","r6otlmnxvu9xluknokkq","male","literal","","","","",""
