"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"66878","consent.html","external-html","0","67727","0.0-0.0","3zt2lq8cb31wav44gr4g","female","literal","","","","",""
"43501","","instructions","1","111231","0.0-1.0","3zt2lq8cb31wav44gr4g","female","literal","[{""page_index"":0,""viewing_time"":10045},{""page_index"":1,""viewing_time"":24398},{""page_index"":2,""viewing_time"":7564},{""page_index"":3,""viewing_time"":1492}]","","","",""
"106779","","html-slider-response","2","218014","0.0-2.0","3zt2lq8cb31wav44gr4g","female","literal","","35","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_literal.png"" class=""main-trial""/>","trial",""
"11955","","survey-likert","3","229974","0.0-3.0-0.0","3zt2lq8cb31wav44gr4g","female","literal","","","","urgent","{""Q0"":3}"
"4630","","survey-likert","4","234607","0.0-3.0-1.0","3zt2lq8cb31wav44gr4g","female","literal","","","","sympathy","{""Q0"":3}"
"11358","","survey-likert","5","245970","0.0-3.0-2.0","3zt2lq8cb31wav44gr4g","female","literal","","","","guilty","{""Q0"":0}"
"5401","","survey-likert","6","251373","0.0-3.0-3.0","3zt2lq8cb31wav44gr4g","female","literal","","","","peace","{""Q0"":3}"
"3773","","survey-multi-choice","7","255154","0.0-4.0-0.0","3zt2lq8cb31wav44gr4g","female","literal","","","","self-cancer","{""Q0"":""No""}"
"6861","","survey-multi-choice","8","262019","0.0-4.0-1.0","3zt2lq8cb31wav44gr4g","female","literal","","","","ff-cancer","{""Q0"":""No""}"
"20267","","survey-multi-choice","9","282301","0.0-5.0","3zt2lq8cb31wav44gr4g","female","literal","","","","demographics","{""Q0"":""Female"",""Q1"":""High school degree or equivalent (e.g. GED)"",""Q2"":""Less than $10,000"",""Q3"":""Yes""}"
"4224","","survey-text","10","286528","0.0-6.0","3zt2lq8cb31wav44gr4g","female","literal","","","","age","{""Q0"":""28""}"
"30267","","survey-text","11","316797","0.0-7.0","3zt2lq8cb31wav44gr4g","female","literal","","","","purpose","{""Q0"":""Whether people were willing to donate more if they'd had past experiences with cancer, either personal or remote?""}"
"8063","","survey-text","12","324863","0.0-8.0","3zt2lq8cb31wav44gr4g","female","literal","","","","feedback","{""Q0"":""""}"
"37759","debrief.html","external-html","13","363028","0.0-9.0","3zt2lq8cb31wav44gr4g","female","literal","","","","",""
