"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"5369","consent.html","external-html","0","5447","0.0-0.0","umfgan9s1rqcarexz1db","female","literal","","","","",""
"4415","","instructions","1","9895","0.0-1.0","umfgan9s1rqcarexz1db","female","literal","[{""page_index"":0,""viewing_time"":1621},{""page_index"":1,""viewing_time"":967},{""page_index"":2,""viewing_time"":943},{""page_index"":3,""viewing_time"":880}]","","","",""
"10950","","html-slider-response","2","20857","0.0-2.0","umfgan9s1rqcarexz1db","female","literal","","26","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_literal.png"" class=""main-trial""/>","trial",""
"11245","","survey-likert","3","32115","0.0-3.0-0.0","umfgan9s1rqcarexz1db","female","literal","","","","guilty","{""Q0"":5}"
"4569","","survey-likert","4","36695","0.0-3.0-1.0","umfgan9s1rqcarexz1db","female","literal","","","","sympathy","{""Q0"":6}"
"3709","","survey-likert","5","40416","0.0-3.0-2.0","umfgan9s1rqcarexz1db","female","literal","","","","urgent","{""Q0"":6}"
"2861","","survey-likert","6","43286","0.0-3.0-3.0","umfgan9s1rqcarexz1db","female","literal","","","","peace","{""Q0"":5}"
"4322","","survey-multi-choice","7","47623","0.0-4.0-0.0","umfgan9s1rqcarexz1db","female","literal","","","","ff-cancer","{""Q0"":""Yes""}"
"3970","","survey-multi-choice","8","51606","0.0-4.0-1.0","umfgan9s1rqcarexz1db","female","literal","","","","self-cancer","{""Q0"":""No""}"
"9894","","survey-multi-choice","9","61561","0.0-5.0","umfgan9s1rqcarexz1db","female","literal","","","","demographics","{""Q0"":""Male"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$50,000 through $74,999"",""Q3"":""Yes""}"
"8531","","survey-text","10","70101","0.0-6.0","umfgan9s1rqcarexz1db","female","literal","","","","age","{""Q0"":""29""}"
"2113","","survey-text","11","72220","0.0-7.0","umfgan9s1rqcarexz1db","female","literal","","","","purpose","{""Q0"":""""}"
"1498","","survey-text","12","73724","0.0-8.0","umfgan9s1rqcarexz1db","female","literal","","","","feedback","{""Q0"":""""}"
"8326","debrief.html","external-html","13","82952","0.0-9.0","umfgan9s1rqcarexz1db","female","literal","","","","",""
