"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"12857","consent.html","external-html","0","13072","0.0-0.0","1r1ta31rn8xn9amwjv3d","female","literal","","","","",""
"19891","","instructions","1","32966","0.0-1.0","1r1ta31rn8xn9amwjv3d","female","literal","[{""page_index"":0,""viewing_time"":2680},{""page_index"":1,""viewing_time"":10584},{""page_index"":2,""viewing_time"":5640},{""page_index"":3,""viewing_time"":984}]","","","",""
"47314","","html-slider-response","2","80286","0.0-2.0","1r1ta31rn8xn9amwjv3d","female","literal","","10","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_literal.png"" class=""main-trial""/>","trial",""
"5752","","survey-likert","3","86046","0.0-3.0-0.0","1r1ta31rn8xn9amwjv3d","female","literal","","","","urgent","{""Q0"":5}"
"5483","","survey-likert","4","91533","0.0-3.0-1.0","1r1ta31rn8xn9amwjv3d","female","literal","","","","sympathy","{""Q0"":3}"
"1748","","survey-likert","5","93285","0.0-3.0-2.0","1r1ta31rn8xn9amwjv3d","female","literal","","","","guilty","{""Q0"":4}"
"2401","","survey-likert","6","95693","0.0-3.0-3.0","1r1ta31rn8xn9amwjv3d","female","literal","","","","peace","{""Q0"":5}"
"7280","","survey-multi-choice","7","102981","0.0-4.0-0.0","1r1ta31rn8xn9amwjv3d","female","literal","","","","ff-cancer","{""Q0"":""No""}"
"1906","","survey-multi-choice","8","104893","0.0-4.0-1.0","1r1ta31rn8xn9amwjv3d","female","literal","","","","self-cancer","{""Q0"":""No""}"
"11588","","survey-multi-choice","9","116502","0.0-5.0","1r1ta31rn8xn9amwjv3d","female","literal","","","","demographics","{""Q0"":""Male"",""Q1"":""High school degree or equivalent (e.g. GED)"",""Q2"":""$25,000 through $49,999"",""Q3"":""Yes""}"
"4489","","survey-text","10","120997","0.0-6.0","1r1ta31rn8xn9amwjv3d","female","literal","","","","age","{""Q0"":""33""}"
"17053","","survey-text","11","138052","0.0-7.0","1r1ta31rn8xn9amwjv3d","female","literal","","","","purpose","{""Q0"":""Testing to see how people will donate""}"
"1078","","survey-text","12","139131","0.0-8.0","1r1ta31rn8xn9amwjv3d","female","literal","","","","feedback","{""Q0"":""""}"
"6666","debrief.html","external-html","13","146009","0.0-9.0","1r1ta31rn8xn9amwjv3d","female","literal","","","","",""
