"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"192435","consent.html","external-html","0","192888","0.0-0.0","n3pnrnce9mvpuzaenc4z","female","literal","","","","",""
"5204","","instructions","1","198096","0.0-1.0","n3pnrnce9mvpuzaenc4z","female","literal","[{""page_index"":0,""viewing_time"":1725},{""page_index"":1,""viewing_time"":1471},{""page_index"":2,""viewing_time"":1293},{""page_index"":3,""viewing_time"":713}]","","","",""
"9381","","html-slider-response","2","207488","0.0-2.0","n3pnrnce9mvpuzaenc4z","female","literal","","5","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_literal.png"" class=""main-trial""/>","trial",""
"4515","","survey-likert","3","212015","0.0-3.0-0.0","n3pnrnce9mvpuzaenc4z","female","literal","","","","guilty","{""Q0"":3}"
"3390","","survey-likert","4","215414","0.0-3.0-1.0","n3pnrnce9mvpuzaenc4z","female","literal","","","","sympathy","{""Q0"":4}"
"2898","","survey-likert","5","218322","0.0-3.0-2.0","n3pnrnce9mvpuzaenc4z","female","literal","","","","urgent","{""Q0"":1}"
"957","","survey-likert","6","219284","0.0-3.0-3.0","n3pnrnce9mvpuzaenc4z","female","literal","","","","peace","{""Q0"":5}"
"2904","","survey-multi-choice","7","222206","0.0-4.0-0.0","n3pnrnce9mvpuzaenc4z","female","literal","","","","ff-cancer","{""Q0"":""Yes""}"
"2494","","survey-multi-choice","8","224714","0.0-4.0-1.0","n3pnrnce9mvpuzaenc4z","female","literal","","","","self-cancer","{""Q0"":""No""}"
"12858","","survey-multi-choice","9","237610","0.0-5.0","n3pnrnce9mvpuzaenc4z","female","literal","","","","demographics","{""Q0"":""Male"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$10,000 through $24,999"",""Q3"":""Yes""}"
"6135","","survey-text","10","243751","0.0-6.0","n3pnrnce9mvpuzaenc4z","female","literal","","","","age","{""Q0"":""25""}"
"2564","","survey-text","11","246318","0.0-7.0","n3pnrnce9mvpuzaenc4z","female","literal","","","","purpose","{""Q0"":""""}"
"2203","","survey-text","12","248524","0.0-8.0","n3pnrnce9mvpuzaenc4z","female","literal","","","","feedback","{""Q0"":""""}"
"5737","debrief.html","external-html","13","255007","0.0-9.0","n3pnrnce9mvpuzaenc4z","female","literal","","","","",""
