"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"6429","consent.html","external-html","0","6570","0.0-0.0","qhsxf0w08u18t31srp48","male","literal","","","","",""
"26154","","instructions","1","32725","0.0-1.0","qhsxf0w08u18t31srp48","male","literal","[{""page_index"":0,""viewing_time"":6274},{""page_index"":1,""viewing_time"":15880},{""page_index"":2,""viewing_time"":2952},{""page_index"":3,""viewing_time"":1048}]","","","",""
"15166","","html-slider-response","2","47894","0.0-2.0","qhsxf0w08u18t31srp48","male","literal","","40","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_literal.png"" class=""main-trial""/>","trial",""
"5502","","survey-likert","3","53397","0.0-3.0-0.0","qhsxf0w08u18t31srp48","male","literal","","","","urgent","{""Q0"":5}"
"2919","","survey-likert","4","56317","0.0-3.0-1.0","qhsxf0w08u18t31srp48","male","literal","","","","peace","{""Q0"":5}"
"5095","","survey-likert","5","61413","0.0-3.0-2.0","qhsxf0w08u18t31srp48","male","literal","","","","guilty","{""Q0"":1}"
"3487","","survey-likert","6","64901","0.0-3.0-3.0","qhsxf0w08u18t31srp48","male","literal","","","","sympathy","{""Q0"":5}"
"2750","","survey-multi-choice","7","67653","0.0-4.0-0.0","qhsxf0w08u18t31srp48","male","literal","","","","self-cancer","{""Q0"":""No""}"
"2310","","survey-multi-choice","8","69965","0.0-4.0-1.0","qhsxf0w08u18t31srp48","male","literal","","","","ff-cancer","{""Q0"":""Yes""}"
"10201","","survey-multi-choice","9","80174","0.0-5.0","qhsxf0w08u18t31srp48","male","literal","","","","demographics","{""Q0"":""Male"",""Q1"":""Associate degree (e.g. AA, AS)"",""Q2"":""$10,000 through $24,999"",""Q3"":""Yes""}"
"3189","","survey-text","10","83365","0.0-6.0","qhsxf0w08u18t31srp48","male","literal","","","","age","{""Q0"":""56""}"
"5559","","survey-text","11","88925","0.0-7.0","qhsxf0w08u18t31srp48","male","literal","","","","purpose","{""Q0"":""""}"
"1839","","survey-text","12","90765","0.0-8.0","qhsxf0w08u18t31srp48","male","literal","","","","feedback","{""Q0"":""""}"
"9318","debrief.html","external-html","13","100302","0.0-9.0","qhsxf0w08u18t31srp48","male","literal","","","","",""
