"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"4753","consent.html","external-html","0","4896","0.0-0.0","syygt7wddkm92leom4kj","male","battle","","","","",""
"4619","","instructions","1","9517","0.0-1.0","syygt7wddkm92leom4kj","male","battle","[{""page_index"":0,""viewing_time"":1041},{""page_index"":1,""viewing_time"":900},{""page_index"":2,""viewing_time"":1892},{""page_index"":3,""viewing_time"":786}]","","","",""
"5122","","html-slider-response","2","14642","0.0-2.0","syygt7wddkm92leom4kj","male","battle","","31","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_battle.png"" class=""main-trial""/>","trial",""
"2558","","survey-likert","3","17202","0.0-3.0-0.0","syygt7wddkm92leom4kj","male","battle","","","","guilty","{""Q0"":4}"
"3154","","survey-likert","4","20360","0.0-3.0-1.0","syygt7wddkm92leom4kj","male","battle","","","","urgent","{""Q0"":5}"
"2252","","survey-likert","5","22615","0.0-3.0-2.0","syygt7wddkm92leom4kj","male","battle","","","","sympathy","{""Q0"":6}"
"1694","","survey-likert","6","24313","0.0-3.0-3.0","syygt7wddkm92leom4kj","male","battle","","","","peace","{""Q0"":4}"
"1866","","survey-multi-choice","7","26186","0.0-4.0-0.0","syygt7wddkm92leom4kj","male","battle","","","","self-cancer","{""Q0"":""No""}"
"1655","","survey-multi-choice","8","27845","0.0-4.0-1.0","syygt7wddkm92leom4kj","male","battle","","","","ff-cancer","{""Q0"":""No""}"
"9291","","survey-multi-choice","9","37146","0.0-5.0","syygt7wddkm92leom4kj","male","battle","","","","demographics","{""Q0"":""Female"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""Less than $10,000"",""Q3"":""Yes""}"
"2824","","survey-text","10","39973","0.0-6.0","syygt7wddkm92leom4kj","male","battle","","","","age","{""Q0"":""36""}"
"1145","","survey-text","11","41119","0.0-7.0","syygt7wddkm92leom4kj","male","battle","","","","purpose","{""Q0"":""""}"
"1017","","survey-text","12","42137","0.0-8.0","syygt7wddkm92leom4kj","male","battle","","","","feedback","{""Q0"":""""}"
"3303","debrief.html","external-html","13","45730","0.0-9.0","syygt7wddkm92leom4kj","male","battle","","","","",""
