"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"36125","consent.html","external-html","0","36219","0.0-0.0","sbwz9lda97v3ttduj133","male","literal","","","","",""
"23339","","instructions","1","59560","0.0-1.0","sbwz9lda97v3ttduj133","male","literal","[{""page_index"":0,""viewing_time"":5938},{""page_index"":1,""viewing_time"":11927},{""page_index"":2,""viewing_time"":4254},{""page_index"":3,""viewing_time"":1219}]","","","",""
"34843","","html-slider-response","2","94405","0.0-2.0","sbwz9lda97v3ttduj133","male","literal","","10","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_literal.png"" class=""main-trial""/>","trial",""
"6748","","survey-likert","3","101154","0.0-3.0-0.0","sbwz9lda97v3ttduj133","male","literal","","","","sympathy","{""Q0"":5}"
"5821","","survey-likert","4","106981","0.0-3.0-1.0","sbwz9lda97v3ttduj133","male","literal","","","","peace","{""Q0"":4}"
"3626","","survey-likert","5","110614","0.0-3.0-2.0","sbwz9lda97v3ttduj133","male","literal","","","","urgent","{""Q0"":5}"
"4971","","survey-likert","6","115593","0.0-3.0-3.0","sbwz9lda97v3ttduj133","male","literal","","","","guilty","{""Q0"":0}"
"3099","","survey-multi-choice","7","118696","0.0-4.0-0.0","sbwz9lda97v3ttduj133","male","literal","","","","self-cancer","{""Q0"":""No""}"
"2862","","survey-multi-choice","8","121565","0.0-4.0-1.0","sbwz9lda97v3ttduj133","male","literal","","","","ff-cancer","{""Q0"":""Yes""}"
"11426","","survey-multi-choice","9","133005","0.0-5.0","sbwz9lda97v3ttduj133","male","literal","","","","demographics","{""Q0"":""Female"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$50,000 through $74,999"",""Q3"":""Yes""}"
"5109","","survey-text","10","138122","0.0-6.0","sbwz9lda97v3ttduj133","male","literal","","","","age","{""Q0"":""27""}"
"33878","","survey-text","11","172001","0.0-7.0","sbwz9lda97v3ttduj133","male","literal","","","","purpose","{""Q0"":""willingness to donate vs not when faced with a sad situation""}"
"2791","","survey-text","12","174792","0.0-8.0","sbwz9lda97v3ttduj133","male","literal","","","","feedback","{""Q0"":""""}"
"17701","debrief.html","external-html","13","192687","0.0-9.0","sbwz9lda97v3ttduj133","male","literal","","","","",""
