"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"3377","consent.html","external-html","0","3424","0.0-0.0","bbc2avl9kppu4atvnfvf","male","literal","","","","",""
"11084","","instructions","1","14509","0.0-1.0","bbc2avl9kppu4atvnfvf","male","literal","[{""page_index"":0,""viewing_time"":2627},{""page_index"":1,""viewing_time"":5840},{""page_index"":2,""viewing_time"":1745},{""page_index"":3,""viewing_time"":871}]","","","",""
"93135","","html-slider-response","2","107645","0.0-2.0","bbc2avl9kppu4atvnfvf","male","literal","","0","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_literal.png"" class=""main-trial""/>","trial",""
"5525","","survey-likert","3","113173","0.0-3.0-0.0","bbc2avl9kppu4atvnfvf","male","literal","","","","sympathy","{""Q0"":5}"
"2175","","survey-likert","4","115350","0.0-3.0-1.0","bbc2avl9kppu4atvnfvf","male","literal","","","","urgent","{""Q0"":5}"
"3054","","survey-likert","5","118404","0.0-3.0-2.0","bbc2avl9kppu4atvnfvf","male","literal","","","","peace","{""Q0"":3}"
"5256","","survey-likert","6","123661","0.0-3.0-3.0","bbc2avl9kppu4atvnfvf","male","literal","","","","guilty","{""Q0"":2}"
"5518","","survey-multi-choice","7","129181","0.0-4.0-0.0","bbc2avl9kppu4atvnfvf","male","literal","","","","ff-cancer","{""Q0"":""No""}"
"3048","","survey-multi-choice","8","132230","0.0-4.0-1.0","bbc2avl9kppu4atvnfvf","male","literal","","","","self-cancer","{""Q0"":""No""}"
"11386","","survey-multi-choice","9","143622","0.0-5.0","bbc2avl9kppu4atvnfvf","male","literal","","","","demographics","{""Q0"":""Male"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$50,000 through $74,999"",""Q3"":""Yes""}"
"3894","","survey-text","10","147517","0.0-6.0","bbc2avl9kppu4atvnfvf","male","literal","","","","age","{""Q0"":""33""}"
"2574","","survey-text","11","150093","0.0-7.0","bbc2avl9kppu4atvnfvf","male","literal","","","","purpose","{""Q0"":""""}"
"1367","","survey-text","12","151461","0.0-8.0","bbc2avl9kppu4atvnfvf","male","literal","","","","feedback","{""Q0"":""""}"
"6924","debrief.html","external-html","13","158446","0.0-9.0","bbc2avl9kppu4atvnfvf","male","literal","","","","",""
