"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"122448","consent.html","external-html","0","122624","0.0-0.0","h0jkbufsos3m5sor9433","male","battle","","","","",""
"6097","","instructions","1","128726","0.0-1.0","h0jkbufsos3m5sor9433","male","battle","[{""page_index"":0,""viewing_time"":3798},{""page_index"":1,""viewing_time"":927},{""page_index"":2,""viewing_time"":863},{""page_index"":3,""viewing_time"":507}]","","","",""
"3063","","html-slider-response","2","131795","0.0-2.0","h0jkbufsos3m5sor9433","male","battle","","34","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_battle.png"" class=""main-trial""/>","trial",""
"1923","","survey-likert","3","133724","0.0-3.0-0.0","h0jkbufsos3m5sor9433","male","battle","","","","peace","{""Q0"":4}"
"1673","","survey-likert","4","135404","0.0-3.0-1.0","h0jkbufsos3m5sor9433","male","battle","","","","urgent","{""Q0"":3}"
"866","","survey-likert","5","136274","0.0-3.0-2.0","h0jkbufsos3m5sor9433","male","battle","","","","guilty","{""Q0"":6}"
"600","","survey-likert","6","136879","0.0-3.0-3.0","h0jkbufsos3m5sor9433","male","battle","","","","sympathy","{""Q0"":2}"
"1357","","survey-multi-choice","7","138242","0.0-4.0-0.0","h0jkbufsos3m5sor9433","male","battle","","","","ff-cancer","{""Q0"":""No""}"
"2200","","survey-multi-choice","8","140448","0.0-4.0-1.0","h0jkbufsos3m5sor9433","male","battle","","","","self-cancer","{""Q0"":""No""}"
"16744","","survey-multi-choice","9","157211","0.0-5.0","h0jkbufsos3m5sor9433","male","battle","","","","demographics","{""Q0"":""Female"",""Q1"":""Master’s degree (e.g. MA, MS, MEd)"",""Q2"":""$50,000 through $74,999"",""Q3"":""Yes""}"
"3889","","survey-text","10","161105","0.0-6.0","h0jkbufsos3m5sor9433","male","battle","","","","age","{""Q0"":""40""}"
"843","","survey-text","11","161951","0.0-7.0","h0jkbufsos3m5sor9433","male","battle","","","","purpose","{""Q0"":""""}"
"405","","survey-text","12","162359","0.0-8.0","h0jkbufsos3m5sor9433","male","battle","","","","feedback","{""Q0"":""""}"
"1112","debrief.html","external-html","13","163807","0.0-9.0","h0jkbufsos3m5sor9433","male","battle","","","","",""
