"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"48819","consent.html","external-html","0","48869","0.0-0.0","r9rf5ulw16t0h3kkk1jj","male","literal","","","","",""
"69906","","instructions","1","118778","0.0-1.0","r9rf5ulw16t0h3kkk1jj","male","literal","[{""page_index"":0,""viewing_time"":17141},{""page_index"":1,""viewing_time"":41427},{""page_index"":2,""viewing_time"":8582},{""page_index"":3,""viewing_time"":2755}]","","","",""
"121624","","html-slider-response","2","240410","0.0-2.0","r9rf5ulw16t0h3kkk1jj","male","literal","","10","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_literal.png"" class=""main-trial""/>","trial",""
"38834","","survey-likert","3","279249","0.0-3.0-0.0","r9rf5ulw16t0h3kkk1jj","male","literal","","","","urgent","{""Q0"":1}"
"8217","","survey-likert","4","287469","0.0-3.0-1.0","r9rf5ulw16t0h3kkk1jj","male","literal","","","","peace","{""Q0"":3}"
"21544","","survey-likert","5","309015","0.0-3.0-2.0","r9rf5ulw16t0h3kkk1jj","male","literal","","","","guilty","{""Q0"":3}"
"9855","","survey-likert","6","318871","0.0-3.0-3.0","r9rf5ulw16t0h3kkk1jj","male","literal","","","","sympathy","{""Q0"":5}"
"4888","","survey-multi-choice","7","323762","0.0-4.0-0.0","r9rf5ulw16t0h3kkk1jj","male","literal","","","","self-cancer","{""Q0"":""No""}"
"7661","","survey-multi-choice","8","331426","0.0-4.0-1.0","r9rf5ulw16t0h3kkk1jj","male","literal","","","","ff-cancer","{""Q0"":""No""}"
"29816","","survey-multi-choice","9","361249","0.0-5.0","r9rf5ulw16t0h3kkk1jj","male","literal","","","","demographics","{""Q0"":""Female"",""Q1"":""Associate degree (e.g. AA, AS)"",""Q2"":""$10,000 through $24,999"",""Q3"":""Yes""}"
"5377","","survey-text","10","366628","0.0-6.0","r9rf5ulw16t0h3kkk1jj","male","literal","","","","age","{""Q0"":""57""}"
"97673","","survey-text","11","464303","0.0-7.0","r9rf5ulw16t0h3kkk1jj","male","literal","","","","purpose","{""Q0"":""""}"
"5261","","survey-text","12","469566","0.0-8.0","r9rf5ulw16t0h3kkk1jj","male","literal","","","","feedback","{""Q0"":""""}"
"20482","debrief.html","external-html","13","490385","0.0-9.0","r9rf5ulw16t0h3kkk1jj","male","literal","","","","",""
