"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"9415","consent.html","external-html","0","9570","0.0-0.0","yzfy3q7x0wcw03crwy4h","female","journey","","","","",""
"32743","","instructions","1","42319","0.0-1.0","yzfy3q7x0wcw03crwy4h","female","journey","[{""page_index"":0,""viewing_time"":19976},{""page_index"":1,""viewing_time"":8745},{""page_index"":2,""viewing_time"":3040},{""page_index"":3,""viewing_time"":980}]","","","",""
"54142","","html-slider-response","2","96468","0.0-2.0","yzfy3q7x0wcw03crwy4h","female","journey","","5","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_journey.png"" class=""main-trial""/>","trial",""
"11610","","survey-likert","3","108085","0.0-3.0-0.0","yzfy3q7x0wcw03crwy4h","female","journey","","","","guilty","{""Q0"":3}"
"4968","","survey-likert","4","113058","0.0-3.0-1.0","yzfy3q7x0wcw03crwy4h","female","journey","","","","peace","{""Q0"":5}"
"2225","","survey-likert","5","115287","0.0-3.0-2.0","yzfy3q7x0wcw03crwy4h","female","journey","","","","serious","{""Q0"":6}"
"2378","","survey-likert","6","117669","0.0-3.0-3.0","yzfy3q7x0wcw03crwy4h","female","journey","","","","sympathy","{""Q0"":5}"
"3482","","survey-likert","7","121155","0.0-3.0-4.0","yzfy3q7x0wcw03crwy4h","female","journey","","","","urgent","{""Q0"":5}"
"3336","","survey-multi-choice","8","124501","0.0-4.0-0.0","yzfy3q7x0wcw03crwy4h","female","journey","","","","ff-cancer","{""Q0"":""Yes""}"
"2037","","survey-multi-choice","9","126545","0.0-4.0-1.0","yzfy3q7x0wcw03crwy4h","female","journey","","","","self-cancer","{""Q0"":""No""}"
"10197","","survey-multi-choice","10","136767","0.0-5.0","yzfy3q7x0wcw03crwy4h","female","journey","","","","demographics","{""Q0"":""Male"",""Q1"":""Associate degree (e.g. AA, AS)"",""Q2"":""$25,000 through $49,999"",""Q3"":""Yes""}"
"4496","","survey-text","11","141269","0.0-6.0","yzfy3q7x0wcw03crwy4h","female","journey","","","","age","{""Q0"":""30""}"
"9953","","survey-text","12","151225","0.0-7.0","yzfy3q7x0wcw03crwy4h","female","journey","","","","purpose","{""Q0"":""How charitable people are.""}"
"4238","","survey-text","13","155466","0.0-8.0","yzfy3q7x0wcw03crwy4h","female","journey","","","","feedback","{""Q0"":""No.""}"
"1972","debrief.html","external-html","14","157766","0.0-9.0","yzfy3q7x0wcw03crwy4h","female","journey","","","","",""
