"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"80423","consent.html","external-html","0","80571","0.0-0.0","ud8793mknzvwyxhgvx7o","male","literal","","","","",""
"46435","","instructions","1","127012","0.0-1.0","ud8793mknzvwyxhgvx7o","male","literal","[{""page_index"":0,""viewing_time"":10027},{""page_index"":1,""viewing_time"":28811},{""page_index"":2,""viewing_time"":5185},{""page_index"":3,""viewing_time"":2411}]","","","",""
"75381","","html-slider-response","2","202400","0.0-2.0","ud8793mknzvwyxhgvx7o","male","literal","","25","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_literal.png"" class=""main-trial""/>","trial",""
"13390","","survey-likert","3","215800","0.0-3.0-0.0","ud8793mknzvwyxhgvx7o","male","literal","","","","peace","{""Q0"":5}"
"7293","","survey-likert","4","223096","0.0-3.0-1.0","ud8793mknzvwyxhgvx7o","male","literal","","","","serious","{""Q0"":6}"
"9856","","survey-likert","5","232957","0.0-3.0-2.0","ud8793mknzvwyxhgvx7o","male","literal","","","","urgent","{""Q0"":5}"
"5367","","survey-likert","6","238329","0.0-3.0-3.0","ud8793mknzvwyxhgvx7o","male","literal","","","","sympathy","{""Q0"":6}"
"11116","","survey-likert","7","249448","0.0-3.0-4.0","ud8793mknzvwyxhgvx7o","male","literal","","","","guilty","{""Q0"":0}"
"5094","","survey-multi-choice","8","254551","0.0-4.0-0.0","ud8793mknzvwyxhgvx7o","male","literal","","","","ff-cancer","{""Q0"":""Yes""}"
"5030","","survey-multi-choice","9","259589","0.0-4.0-1.0","ud8793mknzvwyxhgvx7o","male","literal","","","","self-cancer","{""Q0"":""Yes""}"
"28005","","survey-multi-choice","10","287611","0.0-5.0","ud8793mknzvwyxhgvx7o","male","literal","","","","demographics","{""Q0"":""Female"",""Q1"":""High school degree or equivalent (e.g. GED)"",""Q2"":""$10,000 through $24,999"",""Q3"":""Yes""}"
"6649","","survey-text","11","294264","0.0-6.0","ud8793mknzvwyxhgvx7o","male","literal","","","","age","{""Q0"":""71""}"
"60524","","survey-text","12","354793","0.0-7.0","ud8793mknzvwyxhgvx7o","male","literal","","","","purpose","{""Q0"":""I'm not sure, beyond the explanation in the consent form that is.""}"
"14676","","survey-text","13","369474","0.0-8.0","ud8793mknzvwyxhgvx7o","male","literal","","","","feedback","{""Q0"":""No, thank you.""}"
"67015","debrief.html","external-html","14","436834","0.0-9.0","ud8793mknzvwyxhgvx7o","male","literal","","","","",""
