"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"4383","consent.html","external-html","0","4503","0.0-0.0","baccwmbu85jzeagn92ll","male","literal","","","","",""
"18502","","instructions","1","23011","0.0-1.0","baccwmbu85jzeagn92ll","male","literal","[{""page_index"":0,""viewing_time"":4342},{""page_index"":1,""viewing_time"":9874},{""page_index"":2,""viewing_time"":2823},{""page_index"":3,""viewing_time"":1462}]","","","",""
"24165","","html-slider-response","2","47180","0.0-2.0","baccwmbu85jzeagn92ll","male","literal","","5","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_literal.png"" class=""main-trial""/>","trial",""
"4817","","survey-likert","3","52001","0.0-3.0-0.0","baccwmbu85jzeagn92ll","male","literal","","","","peace","{""Q0"":5}"
"6086","","survey-likert","4","58089","0.0-3.0-1.0","baccwmbu85jzeagn92ll","male","literal","","","","guilty","{""Q0"":0}"
"4214","","survey-likert","5","62306","0.0-3.0-2.0","baccwmbu85jzeagn92ll","male","literal","","","","sympathy","{""Q0"":3}"
"2338","","survey-likert","6","64647","0.0-3.0-3.0","baccwmbu85jzeagn92ll","male","literal","","","","urgent","{""Q0"":1}"
"3028","","survey-multi-choice","7","67678","0.0-4.0-0.0","baccwmbu85jzeagn92ll","male","literal","","","","self-cancer","{""Q0"":""No""}"
"2040","","survey-multi-choice","8","69724","0.0-4.0-1.0","baccwmbu85jzeagn92ll","male","literal","","","","ff-cancer","{""Q0"":""Yes""}"
"9537","","survey-multi-choice","9","79270","0.0-5.0","baccwmbu85jzeagn92ll","male","literal","","","","demographics","{""Q0"":""Male"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$25,000 through $49,999"",""Q3"":""Yes""}"
"2934","","survey-text","10","82207","0.0-6.0","baccwmbu85jzeagn92ll","male","literal","","","","age","{""Q0"":""42""}"
"1662","","survey-text","11","83872","0.0-7.0","baccwmbu85jzeagn92ll","male","literal","","","","purpose","{""Q0"":""""}"
"1050","","survey-text","12","84922","0.0-8.0","baccwmbu85jzeagn92ll","male","literal","","","","feedback","{""Q0"":""""}"
"2488","debrief.html","external-html","13","87893","0.0-9.0","baccwmbu85jzeagn92ll","male","literal","","","","",""
