"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"62142","consent.html","external-html","0","62276","0.0-0.0","el0yjwj1dxrprafnrj58","male","literal","","","","",""
"70806","","instructions","1","133086","0.0-1.0","el0yjwj1dxrprafnrj58","male","literal","[{""page_index"":0,""viewing_time"":15118},{""page_index"":1,""viewing_time"":42471},{""page_index"":2,""viewing_time"":10991},{""page_index"":3,""viewing_time"":2224}]","","","",""
"138326","","html-slider-response","2","271417","0.0-2.0","el0yjwj1dxrprafnrj58","male","literal","","30","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_literal.png"" class=""main-trial""/>","trial",""
"36835","","survey-likert","3","308256","0.0-3.0-0.0","el0yjwj1dxrprafnrj58","male","literal","","","","guilty","{""Q0"":5}"
"4060","","survey-likert","4","312319","0.0-3.0-1.0","el0yjwj1dxrprafnrj58","male","literal","","","","urgent","{""Q0"":6}"
"7156","","survey-likert","5","319479","0.0-3.0-2.0","el0yjwj1dxrprafnrj58","male","literal","","","","sympathy","{""Q0"":6}"
"5061","","survey-likert","6","324543","0.0-3.0-3.0","el0yjwj1dxrprafnrj58","male","literal","","","","peace","{""Q0"":3}"
"8643","","survey-multi-choice","7","333190","0.0-4.0-0.0","el0yjwj1dxrprafnrj58","male","literal","","","","ff-cancer","{""Q0"":""Yes""}"
"3403","","survey-multi-choice","8","336598","0.0-4.0-1.0","el0yjwj1dxrprafnrj58","male","literal","","","","self-cancer","{""Q0"":""No""}"
"10714","","survey-multi-choice","9","347327","0.0-5.0","el0yjwj1dxrprafnrj58","male","literal","","","","demographics","{""Q0"":""Female"",""Q1"":""High school degree or equivalent (e.g. GED)"",""Q2"":""Less than $10,000"",""Q3"":""Yes""}"
"5766","","survey-text","10","353101","0.0-6.0","el0yjwj1dxrprafnrj58","male","literal","","","","age","{""Q0"":""44""}"
"18638","","survey-text","11","371741","0.0-7.0","el0yjwj1dxrprafnrj58","male","literal","","","","purpose","{""Q0"":""""}"
"16438","","survey-text","12","388180","0.0-8.0","el0yjwj1dxrprafnrj58","male","literal","","","","feedback","{""Q0"":""No comments.  Thanks!""}"
"42429","debrief.html","external-html","13","430965","0.0-9.0","el0yjwj1dxrprafnrj58","male","literal","","","","",""
