"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"42994","consent.html","external-html","0","47575","0.0-0.0","esccnqk5qw9y3ktq4sgk","male","battle","","","","",""
"10782","","instructions","1","58360","0.0-1.0","esccnqk5qw9y3ktq4sgk","male","battle","[{""page_index"":0,""viewing_time"":4483},{""page_index"":1,""viewing_time"":2488},{""page_index"":2,""viewing_time"":2186},{""page_index"":3,""viewing_time"":1625}]","","","",""
"24862","","html-slider-response","2","83258","0.0-2.0","esccnqk5qw9y3ktq4sgk","male","battle","","37","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_battle.png"" class=""main-trial""/>","trial",""
"6546","","survey-likert","3","89842","0.0-3.0-0.0","esccnqk5qw9y3ktq4sgk","male","battle","","","","urgent","{""Q0"":4}"
"3993","","survey-likert","4","93843","0.0-3.0-1.0","esccnqk5qw9y3ktq4sgk","male","battle","","","","guilty","{""Q0"":4}"
"3500","","survey-likert","5","97354","0.0-3.0-2.0","esccnqk5qw9y3ktq4sgk","male","battle","","","","sympathy","{""Q0"":5}"
"4472","","survey-likert","6","101828","0.0-3.0-3.0","esccnqk5qw9y3ktq4sgk","male","battle","","","","peace","{""Q0"":5}"
"7483","","survey-multi-choice","7","109331","0.0-4.0-0.0","esccnqk5qw9y3ktq4sgk","male","battle","","","","ff-cancer","{""Q0"":""Yes""}"
"4424","","survey-multi-choice","8","113761","0.0-4.0-1.0","esccnqk5qw9y3ktq4sgk","male","battle","","","","self-cancer","{""Q0"":""Yes""}"
"12955","","survey-multi-choice","9","126779","0.0-5.0","esccnqk5qw9y3ktq4sgk","male","battle","","","","demographics","{""Q0"":""Male"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$10,000 through $24,999"",""Q3"":""Yes""}"
"8847","","survey-text","10","135630","0.0-6.0","esccnqk5qw9y3ktq4sgk","male","battle","","","","age","{""Q0"":""30""}"
"27825","","survey-text","11","163473","0.0-7.0","esccnqk5qw9y3ktq4sgk","male","battle","","","","purpose","{""Q0"":""yes wonderful experience ""}"
"15692","","survey-text","12","179168","0.0-8.0","esccnqk5qw9y3ktq4sgk","male","battle","","","","feedback","{""Q0"":""nice this task""}"
"9388","debrief.html","external-html","13","193876","0.0-9.0","esccnqk5qw9y3ktq4sgk","male","battle","","","","",""
