"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"25805","consent.html","external-html","0","25836","0.0-0.0","hfwtbeqk0tsww6bzrmob","male","battle","","","","",""
"43043","","instructions","1","68880","0.0-1.0","hfwtbeqk0tsww6bzrmob","male","battle","[{""page_index"":0,""viewing_time"":15507},{""page_index"":1,""viewing_time"":20176},{""page_index"":2,""viewing_time"":6024},{""page_index"":3,""viewing_time"":1336}]","","","",""
"75191","","html-slider-response","2","144073","0.0-2.0","hfwtbeqk0tsww6bzrmob","male","battle","","20","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_battle.png"" class=""main-trial""/>","trial",""
"15534","","survey-likert","3","159609","0.0-3.0-0.0","hfwtbeqk0tsww6bzrmob","male","battle","","","","peace","{""Q0"":3}"
"8500","","survey-likert","4","168113","0.0-3.0-1.0","hfwtbeqk0tsww6bzrmob","male","battle","","","","urgent","{""Q0"":4}"
"3508","","survey-likert","5","171624","0.0-3.0-2.0","hfwtbeqk0tsww6bzrmob","male","battle","","","","sympathy","{""Q0"":5}"
"7813","","survey-likert","6","179440","0.0-3.0-3.0","hfwtbeqk0tsww6bzrmob","male","battle","","","","guilty","{""Q0"":0}"
"3356","","survey-multi-choice","7","182801","0.0-4.0-0.0","hfwtbeqk0tsww6bzrmob","male","battle","","","","ff-cancer","{""Q0"":""Yes""}"
"2596","","survey-multi-choice","8","185400","0.0-4.0-1.0","hfwtbeqk0tsww6bzrmob","male","battle","","","","self-cancer","{""Q0"":""No""}"
"13561","","survey-multi-choice","9","198969","0.0-5.0","hfwtbeqk0tsww6bzrmob","male","battle","","","","demographics","{""Q0"":""Female"",""Q1"":""High school degree or equivalent (e.g. GED)"",""Q2"":""Less than $10,000"",""Q3"":""Yes""}"
"4060","","survey-text","10","203032","0.0-6.0","hfwtbeqk0tsww6bzrmob","male","battle","","","","age","{""Q0"":""42""}"
"56334","","survey-text","11","259368","0.0-7.0","hfwtbeqk0tsww6bzrmob","male","battle","","","","purpose","{""Q0"":""I'm honestly not sure. Maybe to gauge a person's reactions to crowdfunding for medical treatment?""}"
"4671","","survey-text","12","264040","0.0-8.0","hfwtbeqk0tsww6bzrmob","male","battle","","","","feedback","{""Q0"":""Thank you!""}"
"44684","debrief.html","external-html","13","309025","0.0-9.0","hfwtbeqk0tsww6bzrmob","male","battle","","","","",""
