"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"6513","consent.html","external-html","0","6679","0.0-0.0","hhz19vr55ourmbacoz6r","male","battle","","","","",""
"60458","","instructions","1","67139","0.0-1.0","hhz19vr55ourmbacoz6r","male","battle","[{""page_index"":0,""viewing_time"":4889},{""page_index"":1,""viewing_time"":51464},{""page_index"":2,""viewing_time"":3232},{""page_index"":3,""viewing_time"":872}]","","","",""
"414462","","html-slider-response","2","481603","0.0-2.0","hhz19vr55ourmbacoz6r","male","battle","","0","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_battle.png"" class=""main-trial""/>","trial",""
"4670","","survey-likert","3","486275","0.0-3.0-0.0","hhz19vr55ourmbacoz6r","male","battle","","","","sympathy","{""Q0"":3}"
"11590","","survey-likert","4","497867","0.0-3.0-1.0","hhz19vr55ourmbacoz6r","male","battle","","","","urgent","{""Q0"":3}"
"4438","","survey-likert","5","502307","0.0-3.0-2.0","hhz19vr55ourmbacoz6r","male","battle","","","","guilty","{""Q0"":0}"
"1998","","survey-likert","6","504306","0.0-3.0-3.0","hhz19vr55ourmbacoz6r","male","battle","","","","peace","{""Q0"":3}"
"2669","","survey-multi-choice","7","506978","0.0-4.0-0.0","hhz19vr55ourmbacoz6r","male","battle","","","","ff-cancer","{""Q0"":""No""}"
"2166","","survey-multi-choice","8","509146","0.0-4.0-1.0","hhz19vr55ourmbacoz6r","male","battle","","","","self-cancer","{""Q0"":""No""}"
"6728","","survey-multi-choice","9","515883","0.0-5.0","hhz19vr55ourmbacoz6r","male","battle","","","","demographics","{""Q0"":""Male"",""Q1"":""Associate degree (e.g. AA, AS)"",""Q2"":""$50,000 through $74,999"",""Q3"":""Yes""}"
"3214","","survey-text","10","519099","0.0-6.0","hhz19vr55ourmbacoz6r","male","battle","","","","age","{""Q0"":""47""}"
"3087","","survey-text","11","522186","0.0-7.0","hhz19vr55ourmbacoz6r","male","battle","","","","purpose","{""Q0"":""""}"
"1774","","survey-text","12","523962","0.0-8.0","hhz19vr55ourmbacoz6r","male","battle","","","","feedback","{""Q0"":""""}"
"4701","debrief.html","external-html","13","529071","0.0-9.0","hhz19vr55ourmbacoz6r","male","battle","","","","",""
