"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"3397","consent.html","external-html","0","3542","0.0-0.0","81g7l0squnjfvpgunax9","female","journey","","","","",""
"27065","","instructions","1","30608","0.0-1.0","81g7l0squnjfvpgunax9","female","journey","[{""page_index"":0,""viewing_time"":4996},{""page_index"":1,""viewing_time"":16133},{""page_index"":2,""viewing_time"":4853},{""page_index"":3,""viewing_time"":1083}]","","","",""
"45785","","html-slider-response","2","76394","0.0-2.0","81g7l0squnjfvpgunax9","female","journey","","50","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_journey.png"" class=""main-trial""/>","trial",""
"10757","","survey-likert","3","87152","0.0-3.0-0.0","81g7l0squnjfvpgunax9","female","journey","","","","peace","{""Q0"":5}"
"2364","","survey-likert","4","89517","0.0-3.0-1.0","81g7l0squnjfvpgunax9","female","journey","","","","sympathy","{""Q0"":6}"
"3663","","survey-likert","5","93181","0.0-3.0-2.0","81g7l0squnjfvpgunax9","female","journey","","","","urgent","{""Q0"":6}"
"9840","","survey-likert","6","103022","0.0-3.0-3.0","81g7l0squnjfvpgunax9","female","journey","","","","guilty","{""Q0"":1}"
"2346","","survey-multi-choice","7","105370","0.0-4.0-0.0","81g7l0squnjfvpgunax9","female","journey","","","","self-cancer","{""Q0"":""No""}"
"2780","","survey-multi-choice","8","108151","0.0-4.0-1.0","81g7l0squnjfvpgunax9","female","journey","","","","ff-cancer","{""Q0"":""Yes""}"
"6969","","survey-multi-choice","9","115125","0.0-5.0","81g7l0squnjfvpgunax9","female","journey","","","","demographics","{""Q0"":""Male"",""Q1"":""Master’s degree (e.g. MA, MS, MEd)"",""Q2"":""$25,000 through $49,999"",""Q3"":""Yes""}"
"3080","","survey-text","10","118205","0.0-6.0","81g7l0squnjfvpgunax9","female","journey","","","","age","{""Q0"":""37""}"
"2009","","survey-text","11","120214","0.0-7.0","81g7l0squnjfvpgunax9","female","journey","","","","purpose","{""Q0"":""""}"
"967","","survey-text","12","121181","0.0-8.0","81g7l0squnjfvpgunax9","female","journey","","","","feedback","{""Q0"":""""}"
"3448","debrief.html","external-html","13","125012","0.0-9.0","81g7l0squnjfvpgunax9","female","journey","","","","",""
