"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"13408","consent.html","external-html","0","13725","0.0-0.0","asd7nuj29xmu48sw9bku","female","journey","","","","",""
"50707","","instructions","1","64437","0.0-1.0","asd7nuj29xmu48sw9bku","female","journey","[{""page_index"":0,""viewing_time"":9640},{""page_index"":1,""viewing_time"":37441},{""page_index"":2,""viewing_time"":2481},{""page_index"":3,""viewing_time"":1143}]","","","",""
"26377","","html-slider-response","2","90824","0.0-2.0","asd7nuj29xmu48sw9bku","female","journey","","10","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_journey.png"" class=""main-trial""/>","trial",""
"9089","","survey-likert","3","99919","0.0-3.0-0.0","asd7nuj29xmu48sw9bku","female","journey","","","","guilty","{""Q0"":4}"
"4699","","survey-likert","4","104622","0.0-3.0-1.0","asd7nuj29xmu48sw9bku","female","journey","","","","sympathy","{""Q0"":5}"
"1972","","survey-likert","5","106598","0.0-3.0-2.0","asd7nuj29xmu48sw9bku","female","journey","","","","urgent","{""Q0"":4}"
"2500","","survey-likert","6","109102","0.0-3.0-3.0","asd7nuj29xmu48sw9bku","female","journey","","","","peace","{""Q0"":4}"
"3278","","survey-multi-choice","7","112391","0.0-4.0-0.0","asd7nuj29xmu48sw9bku","female","journey","","","","ff-cancer","{""Q0"":""Yes""}"
"2465","","survey-multi-choice","8","114863","0.0-4.0-1.0","asd7nuj29xmu48sw9bku","female","journey","","","","self-cancer","{""Q0"":""No""}"
"15871","","survey-multi-choice","9","130760","0.0-5.0","asd7nuj29xmu48sw9bku","female","journey","","","","demographics","{""Q0"":""Female"",""Q1"":""High school degree or equivalent (e.g. GED)"",""Q2"":""$25,000 through $49,999"",""Q3"":""Yes""}"
"3321","","survey-text","10","134086","0.0-6.0","asd7nuj29xmu48sw9bku","female","journey","","","","age","{""Q0"":""56""}"
"21134","","survey-text","11","155223","0.0-7.0","asd7nuj29xmu48sw9bku","female","journey","","","","purpose","{""Q0"":""How generous we feel the need to donate to others.""}"
"29197","","survey-text","12","184424","0.0-8.0","asd7nuj29xmu48sw9bku","female","journey","","","","feedback","{""Q0"":""Thanks, the cure for cancer is there already. The hospitals just don't want to use it. ""}"
"6781","debrief.html","external-html","13","191604","0.0-9.0","asd7nuj29xmu48sw9bku","female","journey","","","","",""
