"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"7171","consent.html","external-html","0","7293","0.0-0.0","9jhrvg7dem0j5198jdoc","female","literal","","","","",""
"31986","","instructions","1","39281","0.0-1.0","9jhrvg7dem0j5198jdoc","female","literal","[{""page_index"":0,""viewing_time"":8845},{""page_index"":1,""viewing_time"":18225},{""page_index"":2,""viewing_time"":3800},{""page_index"":3,""viewing_time"":1114}]","","","",""
"54495","","html-slider-response","2","93780","0.0-2.0","9jhrvg7dem0j5198jdoc","female","literal","","0","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_literal.png"" class=""main-trial""/>","trial",""
"8905","","survey-likert","3","102686","0.0-3.0-0.0","9jhrvg7dem0j5198jdoc","female","literal","","","","guilty","{""Q0"":1}"
"2747","","survey-likert","4","105438","0.0-3.0-1.0","9jhrvg7dem0j5198jdoc","female","literal","","","","urgent","{""Q0"":5}"
"3000","","survey-likert","5","108450","0.0-3.0-2.0","9jhrvg7dem0j5198jdoc","female","literal","","","","peace","{""Q0"":4}"
"2819","","survey-likert","6","111275","0.0-3.0-3.0","9jhrvg7dem0j5198jdoc","female","literal","","","","sympathy","{""Q0"":5}"
"2140","","survey-multi-choice","7","113433","0.0-4.0-0.0","9jhrvg7dem0j5198jdoc","female","literal","","","","self-cancer","{""Q0"":""No""}"
"1583","","survey-multi-choice","8","115020","0.0-4.0-1.0","9jhrvg7dem0j5198jdoc","female","literal","","","","ff-cancer","{""Q0"":""No""}"
"7597","","survey-multi-choice","9","122635","0.0-5.0","9jhrvg7dem0j5198jdoc","female","literal","","","","demographics","{""Q0"":""Male"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$25,000 through $49,999"",""Q3"":""Yes""}"
"4332","","survey-text","10","126971","0.0-6.0","9jhrvg7dem0j5198jdoc","female","literal","","","","age","{""Q0"":""31""}"
"1529","","survey-text","11","128503","0.0-7.0","9jhrvg7dem0j5198jdoc","female","literal","","","","purpose","{""Q0"":""""}"
"2155","","survey-text","12","130659","0.0-8.0","9jhrvg7dem0j5198jdoc","female","literal","","","","feedback","{""Q0"":""""}"
"4893","debrief.html","external-html","13","135646","0.0-9.0","9jhrvg7dem0j5198jdoc","female","literal","","","","",""
