"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"12415","consent.html","external-html","0","12524","0.0-0.0","vo83nptyzwqgfb2b4t56","female","battle","","","","",""
"23231","","instructions","1","35756","0.0-1.0","vo83nptyzwqgfb2b4t56","female","battle","[{""page_index"":0,""viewing_time"":4985},{""page_index"":1,""viewing_time"":13721},{""page_index"":2,""viewing_time"":3242},{""page_index"":3,""viewing_time"":1283}]","","","",""
"45697","","html-slider-response","2","81455","0.0-2.0","vo83nptyzwqgfb2b4t56","female","battle","","10","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_battle.png"" class=""main-trial""/>","trial",""
"10614","","survey-likert","3","92071","0.0-3.0-0.0","vo83nptyzwqgfb2b4t56","female","battle","","","","peace","{""Q0"":4}"
"3889","","survey-likert","4","95963","0.0-3.0-1.0","vo83nptyzwqgfb2b4t56","female","battle","","","","sympathy","{""Q0"":6}"
"4655","","survey-likert","5","100619","0.0-3.0-2.0","vo83nptyzwqgfb2b4t56","female","battle","","","","guilty","{""Q0"":0}"
"4105","","survey-likert","6","104724","0.0-3.0-3.0","vo83nptyzwqgfb2b4t56","female","battle","","","","urgent","{""Q0"":5}"
"6415","","survey-multi-choice","7","111141","0.0-4.0-0.0","vo83nptyzwqgfb2b4t56","female","battle","","","","ff-cancer","{""Q0"":""Yes""}"
"2839","","survey-multi-choice","8","113983","0.0-4.0-1.0","vo83nptyzwqgfb2b4t56","female","battle","","","","self-cancer","{""Q0"":""No""}"
"10294","","survey-multi-choice","9","124281","0.0-5.0","vo83nptyzwqgfb2b4t56","female","battle","","","","demographics","{""Q0"":""Female"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$25,000 through $49,999"",""Q3"":""Yes""}"
"3935","","survey-text","10","128218","0.0-6.0","vo83nptyzwqgfb2b4t56","female","battle","","","","age","{""Q0"":""58""}"
"2345","","survey-text","11","130564","0.0-7.0","vo83nptyzwqgfb2b4t56","female","battle","","","","purpose","{""Q0"":""""}"
"1552","","survey-text","12","132116","0.0-8.0","vo83nptyzwqgfb2b4t56","female","battle","","","","feedback","{""Q0"":""""}"
"14215","debrief.html","external-html","13","146577","0.0-9.0","vo83nptyzwqgfb2b4t56","female","battle","","","","",""
