"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"11046","consent.html","external-html","0","12823","0.0-0.0","7hsz1h2l64b0n5crpgle","male","battle","","","","",""
"8354","","instructions","1","21182","0.0-1.0","7hsz1h2l64b0n5crpgle","male","battle","[{""page_index"":0,""viewing_time"":2526},{""page_index"":1,""viewing_time"":2572},{""page_index"":2,""viewing_time"":1466},{""page_index"":3,""viewing_time"":1783}]","","","",""
"13312","","html-slider-response","2","34514","0.0-2.0","7hsz1h2l64b0n5crpgle","male","battle","","36","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_battle.png"" class=""main-trial""/>","trial",""
"5071","","survey-likert","3","39600","0.0-3.0-0.0","7hsz1h2l64b0n5crpgle","male","battle","","","","guilty","{""Q0"":5}"
"7616","","survey-likert","4","47221","0.0-3.0-1.0","7hsz1h2l64b0n5crpgle","male","battle","","","","urgent","{""Q0"":5}"
"3624","","survey-likert","5","50845","0.0-3.0-2.0","7hsz1h2l64b0n5crpgle","male","battle","","","","peace","{""Q0"":5}"
"2630","","survey-likert","6","53475","0.0-3.0-3.0","7hsz1h2l64b0n5crpgle","male","battle","","","","sympathy","{""Q0"":5}"
"3638","","survey-multi-choice","7","57127","0.0-4.0-0.0","7hsz1h2l64b0n5crpgle","male","battle","","","","ff-cancer","{""Q0"":""Yes""}"
"20692","","survey-multi-choice","8","77826","0.0-4.0-1.0","7hsz1h2l64b0n5crpgle","male","battle","","","","self-cancer","{""Q0"":""Yes""}"
"17660","","survey-multi-choice","9","95516","0.0-5.0","7hsz1h2l64b0n5crpgle","male","battle","","","","demographics","{""Q0"":""Male"",""Q1"":""Master’s degree (e.g. MA, MS, MEd)"",""Q2"":""$25,000 through $49,999"",""Q3"":""Yes""}"
"16282","","survey-text","10","111843","0.0-6.0","7hsz1h2l64b0n5crpgle","male","battle","","","","age","{""Q0"":""34""}"
"61838","","survey-text","11","173683","0.0-7.0","7hsz1h2l64b0n5crpgle","male","battle","","","","purpose","{""Q0"":""good""}"
"18065","","survey-text","12","191756","0.0-8.0","7hsz1h2l64b0n5crpgle","male","battle","","","","feedback","{""Q0"":""good survey""}"
"11483","debrief.html","external-html","13","205275","0.0-9.0","7hsz1h2l64b0n5crpgle","male","battle","","","","",""
