"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"4231","consent.html","external-html","0","4363","0.0-0.0","9t9yoef71vohh8jmnm5c","male","literal","","","","",""
"27105","","instructions","1","31470","0.0-1.0","9t9yoef71vohh8jmnm5c","male","literal","[{""page_index"":0,""viewing_time"":6579},{""page_index"":1,""viewing_time"":14281},{""page_index"":2,""viewing_time"":5046},{""page_index"":3,""viewing_time"":1198}]","","","",""
"39490","","html-slider-response","2","70965","0.0-2.0","9t9yoef71vohh8jmnm5c","male","literal","","10","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_literal.png"" class=""main-trial""/>","trial",""
"7033","","survey-likert","3","78000","0.0-3.0-0.0","9t9yoef71vohh8jmnm5c","male","literal","","","","peace","{""Q0"":4}"
"3115","","survey-likert","4","81118","0.0-3.0-1.0","9t9yoef71vohh8jmnm5c","male","literal","","","","guilty","{""Q0"":0}"
"2750","","survey-likert","5","83869","0.0-3.0-2.0","9t9yoef71vohh8jmnm5c","male","literal","","","","sympathy","{""Q0"":6}"
"3365","","survey-likert","6","87235","0.0-3.0-3.0","9t9yoef71vohh8jmnm5c","male","literal","","","","urgent","{""Q0"":6}"
"2215","","survey-multi-choice","7","89452","0.0-4.0-0.0","9t9yoef71vohh8jmnm5c","male","literal","","","","self-cancer","{""Q0"":""No""}"
"2523","","survey-multi-choice","8","91977","0.0-4.0-1.0","9t9yoef71vohh8jmnm5c","male","literal","","","","ff-cancer","{""Q0"":""No""}"
"10056","","survey-multi-choice","9","102039","0.0-5.0","9t9yoef71vohh8jmnm5c","male","literal","","","","demographics","{""Q0"":""Female"",""Q1"":""High school degree or equivalent (e.g. GED)"",""Q2"":""$25,000 through $49,999"",""Q3"":""Yes""}"
"2267","","survey-text","10","104307","0.0-6.0","9t9yoef71vohh8jmnm5c","male","literal","","","","age","{""Q0"":""36""}"
"4383","","survey-text","11","108691","0.0-7.0","9t9yoef71vohh8jmnm5c","male","literal","","","","purpose","{""Q0"":""I'm not sure.""}"
"4526","","survey-text","12","113217","0.0-8.0","9t9yoef71vohh8jmnm5c","male","literal","","","","feedback","{""Q0"":""None""}"
"2951","debrief.html","external-html","13","116716","0.0-9.0","9t9yoef71vohh8jmnm5c","male","literal","","","","",""
