"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"7311","consent.html","external-html","0","7601","0.0-0.0","4edabr05cqfzfzycfpjb","female","battle","","","","",""
"21277","","instructions","1","28882","0.0-1.0","4edabr05cqfzfzycfpjb","female","battle","[{""page_index"":0,""viewing_time"":4301},{""page_index"":1,""viewing_time"":11338},{""page_index"":2,""viewing_time"":4263},{""page_index"":3,""viewing_time"":1374}]","","","",""
"41372","","html-slider-response","2","70259","0.0-2.0","4edabr05cqfzfzycfpjb","female","battle","","5","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_battle.png"" class=""main-trial""/>","trial",""
"10210","","survey-likert","3","80475","0.0-3.0-0.0","4edabr05cqfzfzycfpjb","female","battle","","","","guilty","{""Q0"":2}"
"3327","","survey-likert","4","83805","0.0-3.0-1.0","4edabr05cqfzfzycfpjb","female","battle","","","","sympathy","{""Q0"":4}"
"4502","","survey-likert","5","88312","0.0-3.0-2.0","4edabr05cqfzfzycfpjb","female","battle","","","","urgent","{""Q0"":4}"
"4354","","survey-likert","6","92671","0.0-3.0-3.0","4edabr05cqfzfzycfpjb","female","battle","","","","peace","{""Q0"":5}"
"2680","","survey-multi-choice","7","95361","0.0-4.0-0.0","4edabr05cqfzfzycfpjb","female","battle","","","","self-cancer","{""Q0"":""No""}"
"2709","","survey-multi-choice","8","98075","0.0-4.0-1.0","4edabr05cqfzfzycfpjb","female","battle","","","","ff-cancer","{""Q0"":""Yes""}"
"10211","","survey-multi-choice","9","108301","0.0-5.0","4edabr05cqfzfzycfpjb","female","battle","","","","demographics","{""Q0"":""Female"",""Q1"":""Associate degree (e.g. AA, AS)"",""Q2"":""$10,000 through $24,999"",""Q3"":""Yes""}"
"3261","","survey-text","10","111568","0.0-6.0","4edabr05cqfzfzycfpjb","female","battle","","","","age","{""Q0"":""37""}"
"2526","","survey-text","11","114097","0.0-7.0","4edabr05cqfzfzycfpjb","female","battle","","","","purpose","{""Q0"":""""}"
"1194","","survey-text","12","115293","0.0-8.0","4edabr05cqfzfzycfpjb","female","battle","","","","feedback","{""Q0"":""""}"
"25229","debrief.html","external-html","13","141020","0.0-9.0","4edabr05cqfzfzycfpjb","female","battle","","","","",""
