"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"12349","consent.html","external-html","0","14851","0.0-0.0","5dng7pm78zkog0jm2mvb","female","literal","","","","",""
"8353","","instructions","1","23208","0.0-1.0","5dng7pm78zkog0jm2mvb","female","literal","[{""page_index"":0,""viewing_time"":3474},{""page_index"":1,""viewing_time"":1865},{""page_index"":2,""viewing_time"":1527},{""page_index"":3,""viewing_time"":1486}]","","","",""
"11339","","html-slider-response","2","34555","0.0-2.0","5dng7pm78zkog0jm2mvb","female","literal","","43","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_literal.png"" class=""main-trial""/>","trial",""
"7456","","survey-likert","3","42018","0.0-3.0-0.0","5dng7pm78zkog0jm2mvb","female","literal","","","","peace","{""Q0"":5}"
"5555","","survey-likert","4","47580","0.0-3.0-1.0","5dng7pm78zkog0jm2mvb","female","literal","","","","serious","{""Q0"":5}"
"3198","","survey-likert","5","50782","0.0-3.0-2.0","5dng7pm78zkog0jm2mvb","female","literal","","","","urgent","{""Q0"":5}"
"3847","","survey-likert","6","54634","0.0-3.0-3.0","5dng7pm78zkog0jm2mvb","female","literal","","","","sympathy","{""Q0"":6}"
"3605","","survey-likert","7","58243","0.0-3.0-4.0","5dng7pm78zkog0jm2mvb","female","literal","","","","guilty","{""Q0"":5}"
"4976","","survey-multi-choice","8","63227","0.0-4.0-0.0","5dng7pm78zkog0jm2mvb","female","literal","","","","ff-cancer","{""Q0"":""Yes""}"
"3544","","survey-multi-choice","9","66778","0.0-4.0-1.0","5dng7pm78zkog0jm2mvb","female","literal","","","","self-cancer","{""Q0"":""Yes""}"
"14733","","survey-multi-choice","10","81533","0.0-5.0","5dng7pm78zkog0jm2mvb","female","literal","","","","demographics","{""Q0"":""Male"",""Q1"":""Master’s degree (e.g. MA, MS, MEd)"",""Q2"":""$50,000 through $74,999"",""Q3"":""Yes""}"
"6705","","survey-text","11","88243","0.0-6.0","5dng7pm78zkog0jm2mvb","female","literal","","","","age","{""Q0"":""1980""}"
"49409","","survey-text","12","137659","0.0-7.0","5dng7pm78zkog0jm2mvb","female","literal","","","","purpose","{""Q0"":""The survey is very likely""}"
"26499","","survey-text","13","164168","0.0-8.0","5dng7pm78zkog0jm2mvb","female","literal","","","","feedback","{""Q0"":""Sarver""}"
"7971","debrief.html","external-html","14","173070","0.0-9.0","5dng7pm78zkog0jm2mvb","female","literal","","","","",""
