"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"9681","consent.html","external-html","0","10064","0.0-0.0","smsvf46yxnculftkox1n","male","literal","","","","",""
"53788","","instructions","1","63854","0.0-1.0","smsvf46yxnculftkox1n","male","literal","[{""page_index"":0,""viewing_time"":13148},{""page_index"":1,""viewing_time"":28799},{""page_index"":2,""viewing_time"":8441},{""page_index"":3,""viewing_time"":3399}]","","","",""
"117948","","html-slider-response","2","181806","0.0-2.0","smsvf46yxnculftkox1n","male","literal","","40","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_literal.png"" class=""main-trial""/>","trial",""
"16019","","survey-likert","3","197830","0.0-3.0-0.0","smsvf46yxnculftkox1n","male","literal","","","","urgent","{""Q0"":5}"
"14947","","survey-likert","4","212780","0.0-3.0-1.0","smsvf46yxnculftkox1n","male","literal","","","","serious","{""Q0"":5}"
"5390","","survey-likert","5","218172","0.0-3.0-2.0","smsvf46yxnculftkox1n","male","literal","","","","peace","{""Q0"":4}"
"3702","","survey-likert","6","221877","0.0-3.0-3.0","smsvf46yxnculftkox1n","male","literal","","","","sympathy","{""Q0"":5}"
"10326","","survey-likert","7","232205","0.0-3.0-4.0","smsvf46yxnculftkox1n","male","literal","","","","guilty","{""Q0"":3}"
"7396","","survey-multi-choice","8","239605","0.0-4.0-0.0","smsvf46yxnculftkox1n","male","literal","","","","ff-cancer","{""Q0"":""No""}"
"4596","","survey-multi-choice","9","244205","0.0-4.0-1.0","smsvf46yxnculftkox1n","male","literal","","","","self-cancer","{""Q0"":""No""}"
"18593","","survey-multi-choice","10","262813","0.0-5.0","smsvf46yxnculftkox1n","male","literal","","","","demographics","{""Q0"":""Male"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$50,000 through $74,999"",""Q3"":""Yes""}"
"7972","","survey-text","11","270788","0.0-6.0","smsvf46yxnculftkox1n","male","literal","","","","age","{""Q0"":""27""}"
"81398","","survey-text","12","352187","0.0-7.0","smsvf46yxnculftkox1n","male","literal","","","","purpose","{""Q0"":""Feeling and sympathy Academic Study ""}"
"7279","","survey-text","13","359467","0.0-8.0","smsvf46yxnculftkox1n","male","literal","","","","feedback","{""Q0"":""""}"
"34415","debrief.html","external-html","14","395939","0.0-9.0","smsvf46yxnculftkox1n","male","literal","","","","",""
