"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"5773","consent.html","external-html","0","5813","0.0-0.0","351760xo7kf7tq7akvj6","male","literal","","","","",""
"9858","","instructions","1","15674","0.0-1.0","351760xo7kf7tq7akvj6","male","literal","[{""page_index"":0,""viewing_time"":4312},{""page_index"":1,""viewing_time"":2807},{""page_index"":2,""viewing_time"":1667},{""page_index"":3,""viewing_time"":1071}]","","","",""
"16681","","html-slider-response","2","32359","0.0-2.0","351760xo7kf7tq7akvj6","male","literal","","20","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_literal.png"" class=""main-trial""/>","trial",""
"8292","","survey-likert","3","40654","0.0-3.0-0.0","351760xo7kf7tq7akvj6","male","literal","","","","sympathy","{""Q0"":6}"
"2650","","survey-likert","4","43305","0.0-3.0-1.0","351760xo7kf7tq7akvj6","male","literal","","","","serious","{""Q0"":6}"
"5086","","survey-likert","5","48392","0.0-3.0-2.0","351760xo7kf7tq7akvj6","male","literal","","","","peace","{""Q0"":2}"
"2613","","survey-likert","6","51008","0.0-3.0-3.0","351760xo7kf7tq7akvj6","male","literal","","","","urgent","{""Q0"":6}"
"3063","","survey-likert","7","54073","0.0-3.0-4.0","351760xo7kf7tq7akvj6","male","literal","","","","guilty","{""Q0"":4}"
"4663","","survey-multi-choice","8","58739","0.0-4.0-0.0","351760xo7kf7tq7akvj6","male","literal","","","","ff-cancer","{""Q0"":""Yes""}"
"2368","","survey-multi-choice","9","61110","0.0-4.0-1.0","351760xo7kf7tq7akvj6","male","literal","","","","self-cancer","{""Q0"":""No""}"
"9965","","survey-multi-choice","10","71087","0.0-5.0","351760xo7kf7tq7akvj6","male","literal","","","","demographics","{""Q0"":""Male"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$25,000 through $49,999"",""Q3"":""Yes""}"
"3696","","survey-text","11","74784","0.0-6.0","351760xo7kf7tq7akvj6","male","literal","","","","age","{""Q0"":""36""}"
"5707","","survey-text","12","80493","0.0-7.0","351760xo7kf7tq7akvj6","male","literal","","","","purpose","{""Q0"":""Not sure exactly.""}"
"10215","","survey-text","13","90710","0.0-8.0","351760xo7kf7tq7akvj6","male","literal","","","","feedback","{""Q0"":""Very interesting survey. Thanks for including me!""}"
"16583","debrief.html","external-html","14","107527","0.0-9.0","351760xo7kf7tq7akvj6","male","literal","","","","",""
