"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"13776","consent.html","external-html","0","13890","0.0-0.0","g1wn2zc4a3mqra2rdk6o","female","battle","","","","",""
"12286","","instructions","1","26177","0.0-1.0","g1wn2zc4a3mqra2rdk6o","female","battle","[{""page_index"":0,""viewing_time"":2350},{""page_index"":1,""viewing_time"":7307},{""page_index"":2,""viewing_time"":1914},{""page_index"":3,""viewing_time"":714}]","","","",""
"200609","","html-slider-response","2","226791","0.0-2.0","g1wn2zc4a3mqra2rdk6o","female","battle","","4","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_battle.png"" class=""main-trial""/>","trial",""
"6726","","survey-likert","3","233520","0.0-3.0-0.0","g1wn2zc4a3mqra2rdk6o","female","battle","","","","sympathy","{""Q0"":5}"
"3087","","survey-likert","4","236608","0.0-3.0-1.0","g1wn2zc4a3mqra2rdk6o","female","battle","","","","peace","{""Q0"":3}"
"2715","","survey-likert","5","239324","0.0-3.0-2.0","g1wn2zc4a3mqra2rdk6o","female","battle","","","","serious","{""Q0"":5}"
"3991","","survey-likert","6","243318","0.0-3.0-3.0","g1wn2zc4a3mqra2rdk6o","female","battle","","","","guilty","{""Q0"":3}"
"1681","","survey-likert","7","245000","0.0-3.0-4.0","g1wn2zc4a3mqra2rdk6o","female","battle","","","","urgent","{""Q0"":4}"
"2339","","survey-multi-choice","8","247345","0.0-4.0-0.0","g1wn2zc4a3mqra2rdk6o","female","battle","","","","ff-cancer","{""Q0"":""No""}"
"1541","","survey-multi-choice","9","248889","0.0-4.0-1.0","g1wn2zc4a3mqra2rdk6o","female","battle","","","","self-cancer","{""Q0"":""No""}"
"4405","","survey-multi-choice","10","253301","0.0-5.0","g1wn2zc4a3mqra2rdk6o","female","battle","","","","demographics","{""Q0"":""Male"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$50,000 through $74,999"",""Q3"":""Yes""}"
"2222","","survey-text","11","255525","0.0-6.0","g1wn2zc4a3mqra2rdk6o","female","battle","","","","age","{""Q0"":""38""}"
"1446","","survey-text","12","256972","0.0-7.0","g1wn2zc4a3mqra2rdk6o","female","battle","","","","purpose","{""Q0"":""""}"
"969","","survey-text","13","257942","0.0-8.0","g1wn2zc4a3mqra2rdk6o","female","battle","","","","feedback","{""Q0"":""""}"
"2556","debrief.html","external-html","14","260787","0.0-9.0","g1wn2zc4a3mqra2rdk6o","female","battle","","","","",""
