"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","ppt","recipient_sex","metaphor","view_history","response","stimulus","qtype","responses"
"7550","consent.html","external-html","0","7733","0.0-0.0","sytgv3sj77jez0kal95w","male","literal","","","","",""
"6075","","instructions","1","13811","0.0-1.0","sytgv3sj77jez0kal95w","male","literal","[{""page_index"":0,""viewing_time"":2221},{""page_index"":1,""viewing_time"":1338},{""page_index"":2,""viewing_time"":1362},{""page_index"":3,""viewing_time"":1153}]","","","",""
"11271","","html-slider-response","2","25086","0.0-2.0","sytgv3sj77jez0kal95w","male","literal","","25","<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_literal.png"" class=""main-trial""/>","trial",""
"4275","","survey-likert","3","29364","0.0-3.0-0.0","sytgv3sj77jez0kal95w","male","literal","","","","sympathy","{""Q0"":6}"
"10900","","survey-likert","4","40266","0.0-3.0-1.0","sytgv3sj77jez0kal95w","male","literal","","","","serious","{""Q0"":6}"
"3004","","survey-likert","5","43272","0.0-3.0-2.0","sytgv3sj77jez0kal95w","male","literal","","","","peace","{""Q0"":5}"
"2744","","survey-likert","6","46018","0.0-3.0-3.0","sytgv3sj77jez0kal95w","male","literal","","","","guilty","{""Q0"":3}"
"3184","","survey-likert","7","49205","0.0-3.0-4.0","sytgv3sj77jez0kal95w","male","literal","","","","urgent","{""Q0"":5}"
"4373","","survey-multi-choice","8","53582","0.0-4.0-0.0","sytgv3sj77jez0kal95w","male","literal","","","","self-cancer","{""Q0"":""No""}"
"2877","","survey-multi-choice","9","56462","0.0-4.0-1.0","sytgv3sj77jez0kal95w","male","literal","","","","ff-cancer","{""Q0"":""Yes""}"
"13224","","survey-multi-choice","10","69707","0.0-5.0","sytgv3sj77jez0kal95w","male","literal","","","","demographics","{""Q0"":""Male"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$25,000 through $49,999"",""Q3"":""Yes""}"
"4498","","survey-text","11","74209","0.0-6.0","sytgv3sj77jez0kal95w","male","literal","","","","age","{""Q0"":""52""}"
"8062","","survey-text","12","82272","0.0-7.0","sytgv3sj77jez0kal95w","male","literal","","","","purpose","{""Q0"":""moral ethics""}"
"1064","","survey-text","13","83338","0.0-8.0","sytgv3sj77jez0kal95w","male","literal","","","","feedback","{""Q0"":""""}"
"4929","debrief.html","external-html","14","88281","0.0-9.0","sytgv3sj77jez0kal95w","male","literal","","","","",""
