,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,17895,consent.html,external-html,0,17983,0.0-0.0,6awkbxh8d4mro72koeds,male,battle,,,,,,
1,2319,,image-button-response,1,20307,0.0-1.0,6awkbxh8d4mro72koeds,male,battle,check-1.png,1.0,check1,,,
2,4670,,image-button-response,2,24978,0.0-2.0,6awkbxh8d4mro72koeds,male,battle,check-2.png,2.0,check2,,,
3,37415,,instructions,3,62394,0.0-3.0,6awkbxh8d4mro72koeds,male,battle,,,,"[{""page_index"":0,""viewing_time"":7615},{""page_index"":1,""viewing_time"":22240},{""page_index"":2,""viewing_time"":5576},{""page_index"":3,""viewing_time"":1984}]",,
4,64390,,html-slider-response,4,126786,0.0-4.0,6awkbxh8d4mro72koeds,male,battle,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_battle.png"" class=""main-trial""/>",,trial,,50.0,
5,53502,,survey-text,5,180290,0.0-5.0,6awkbxh8d4mro72koeds,male,battle,,,description,,,"{""Q0"":""Jason is undergoing treatment for cancer and I don't know if he needs financial support but a donation would definately show him that there are people out there rooting for him.""}"
6,6175,,survey-likert,6,186467,0.0-6.0-0.0,6awkbxh8d4mro72koeds,male,battle,,,sympathy,,,"{""Q0"":5}"
7,3389,,survey-likert,7,189858,0.0-6.0-1.0,6awkbxh8d4mro72koeds,male,battle,,,urgent,,,"{""Q0"":4}"
8,4814,,survey-text,8,194674,0.0-7.0,6awkbxh8d4mro72koeds,male,battle,,,past-donations,,,"{""Q0"":""2""}"
9,3189,,survey-multi-choice,9,197866,0.0-8.0-0.0,6awkbxh8d4mro72koeds,male,battle,,,ff-cancer,,,"{""Q0"":""No""}"
10,2302,,survey-multi-choice,10,200170,0.0-8.0-1.0,6awkbxh8d4mro72koeds,male,battle,,,self-cancer,,,"{""Q0"":""No""}"
11,8695,,survey-multi-choice,11,208875,0.0-9.0,6awkbxh8d4mro72koeds,male,battle,,,demographics,,,"{""Q0"":""Female"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$75,000 through $99,999"",""Q3"":""Yes""}"
12,3604,,survey-text,12,212482,0.0-10.0,6awkbxh8d4mro72koeds,male,battle,,,age,,,"{""Q0"":""46""}"
13,43535,,survey-text,13,256018,0.0-11.0,6awkbxh8d4mro72koeds,male,battle,,,purpose,,,"{""Q0"":""I'm not sure ""}"
14,24359,,survey-text,14,280378,0.0-12.0,6awkbxh8d4mro72koeds,male,battle,,,feedback,,,"{""Q0"":""""}"
15,24161,debrief.html,external-html,15,304860,0.0-13.0,6awkbxh8d4mro72koeds,male,battle,,,,,,
