,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,9851,consent.html,external-html,0,10025,0.0-0.0,0x3au7e94br38ge31z2d,female,battle,,,,,,
1,2840,,image-button-response,1,12869,0.0-1.0,0x3au7e94br38ge31z2d,female,battle,check-1.png,1.0,check1,,,
2,2830,,image-button-response,2,15701,0.0-2.0,0x3au7e94br38ge31z2d,female,battle,check-2.png,2.0,check2,,,
3,29015,,instructions,3,44717,0.0-3.0,0x3au7e94br38ge31z2d,female,battle,,,,"[{""page_index"":0,""viewing_time"":4759},{""page_index"":1,""viewing_time"":17903},{""page_index"":2,""viewing_time"":5240},{""page_index"":3,""viewing_time"":1112}]",,
4,30117,,html-slider-response,4,74837,0.0-4.0,0x3au7e94br38ge31z2d,female,battle,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_battle.png"" class=""main-trial""/>",,trial,,1.0,
5,35278,,survey-text,5,110116,0.0-5.0,0x3au7e94br38ge31z2d,female,battle,,,description,,,"{""Q0"":""She has lymphoma. She needs chemo and radiation, and is having a tough time. Her best friend is trying to raise money to help her with the costs associated. ""}"
6,4487,,survey-likert,6,114605,0.0-6.0-0.0,0x3au7e94br38ge31z2d,female,battle,,,sympathy,,,"{""Q0"":5}"
7,4110,,survey-likert,7,118717,0.0-6.0-1.0,0x3au7e94br38ge31z2d,female,battle,,,urgent,,,"{""Q0"":5}"
8,18150,,survey-text,8,136869,0.0-7.0,0x3au7e94br38ge31z2d,female,battle,,,past-donations,,,"{""Q0"":""60""}"
9,2845,,survey-multi-choice,9,139717,0.0-8.0-0.0,0x3au7e94br38ge31z2d,female,battle,,,ff-cancer,,,"{""Q0"":""Yes""}"
10,1813,,survey-multi-choice,10,141533,0.0-8.0-1.0,0x3au7e94br38ge31z2d,female,battle,,,self-cancer,,,"{""Q0"":""No""}"
11,13090,,survey-multi-choice,11,154630,0.0-9.0,0x3au7e94br38ge31z2d,female,battle,,,demographics,,,"{""Q0"":""Female"",""Q1"":""Master’s degree (e.g. MA, MS, MEd)"",""Q2"":""Less than $10,000"",""Q3"":""Yes""}"
12,4613,,survey-text,12,159245,0.0-10.0,0x3au7e94br38ge31z2d,female,battle,,,age,,,"{""Q0"":""39""}"
13,2726,,survey-text,13,161973,0.0-11.0,0x3au7e94br38ge31z2d,female,battle,,,purpose,,,"{""Q0"":""""}"
14,1438,,survey-text,14,163412,0.0-12.0,0x3au7e94br38ge31z2d,female,battle,,,feedback,,,"{""Q0"":""""}"
15,20460,debrief.html,external-html,15,184262,0.0-13.0,0x3au7e94br38ge31z2d,female,battle,,,,,,
