,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,15021,consent.html,external-html,0,15075,0.0-0.0,mgotvf0prpsmtcc63wjs,male,battle,,,,,,
1,2253,,image-button-response,1,17332,0.0-1.0,mgotvf0prpsmtcc63wjs,male,battle,check-1.png,1.0,check1,,,
2,1981,,image-button-response,2,19315,0.0-2.0,mgotvf0prpsmtcc63wjs,male,battle,check-2.png,2.0,check2,,,
3,20293,,instructions,3,39609,0.0-3.0,mgotvf0prpsmtcc63wjs,male,battle,,,,"[{""page_index"":0,""viewing_time"":5920},{""page_index"":1,""viewing_time"":9039},{""page_index"":2,""viewing_time"":4329},{""page_index"":3,""viewing_time"":1003}]",,
4,23753,,html-slider-response,4,63365,0.0-4.0,mgotvf0prpsmtcc63wjs,male,battle,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_mb.png"" class=""main-trial""/>",,trial,,25.0,
5,46921,,survey-text,5,110288,0.0-5.0,mgotvf0prpsmtcc63wjs,male,battle,,,description,,,"{""Q0"":""Jason was diagnosed with cancer. His best friend set up a fundraiser to help with medical costs and living expenses.""}"
6,3976,,survey-likert,6,114268,0.0-6.0-0.0,mgotvf0prpsmtcc63wjs,male,battle,,,sympathy,,,"{""Q0"":4}"
7,2904,,survey-likert,7,117174,0.0-6.0-1.0,mgotvf0prpsmtcc63wjs,male,battle,,,urgent,,,"{""Q0"":4}"
8,4265,,survey-text,8,121441,0.0-7.0,mgotvf0prpsmtcc63wjs,male,battle,,,past-donations,,,"{""Q0"":""2""}"
9,2693,,survey-multi-choice,9,124139,0.0-8.0-0.0,mgotvf0prpsmtcc63wjs,male,battle,,,self-cancer,,,"{""Q0"":""No""}"
10,2642,,survey-multi-choice,10,126784,0.0-8.0-1.0,mgotvf0prpsmtcc63wjs,male,battle,,,ff-cancer,,,"{""Q0"":""Yes""}"
11,8780,,survey-multi-choice,11,135574,0.0-9.0,mgotvf0prpsmtcc63wjs,male,battle,,,demographics,,,"{""Q0"":""Female"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""Less than $10,000"",""Q3"":""Yes""}"
12,3749,,survey-text,12,139324,0.0-10.0,mgotvf0prpsmtcc63wjs,male,battle,,,age,,,"{""Q0"":""22""}"
13,25049,,survey-text,13,164374,0.0-11.0,mgotvf0prpsmtcc63wjs,male,battle,,,purpose,,,"{""Q0"":""How charitable someone is based on the cause they believe they are donating to""}"
14,1802,,survey-text,14,166178,0.0-12.0,mgotvf0prpsmtcc63wjs,male,battle,,,feedback,,,"{""Q0"":""""}"
15,11373,debrief.html,external-html,15,177673,0.0-13.0,mgotvf0prpsmtcc63wjs,male,battle,,,,,,
