,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,15374,consent.html,external-html,0,15493,0.0-0.0,omg6z3z15pp8689abkvu,female,journey,,,,,,
1,2537,,image-button-response,1,18040,0.0-1.0,omg6z3z15pp8689abkvu,female,journey,check-1.png,1.0,check1,,,
2,3274,,image-button-response,2,21317,0.0-2.0,omg6z3z15pp8689abkvu,female,journey,check-2.png,2.0,check2,,,
3,65277,,instructions,3,86596,0.0-3.0,omg6z3z15pp8689abkvu,female,journey,,,,"[{""page_index"":0,""viewing_time"":24532},{""page_index"":1,""viewing_time"":34665},{""page_index"":2,""viewing_time"":4613},{""page_index"":3,""viewing_time"":1465}]",,
4,151078,,html-slider-response,4,237678,0.0-4.0,omg6z3z15pp8689abkvu,female,journey,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_fj.png"" class=""main-trial""/>",,trial,,0.0,
5,61772,,survey-text,5,299454,0.0-5.0,omg6z3z15pp8689abkvu,female,journey,,,description,,,"{""Q0"":""She is suffering from a hard stage of cancer and needs treatment. She is a good person with a heart of gold but is going on a cancer journey of treatmentns and needs help financially. ""}"
6,6284,,survey-likert,6,305742,0.0-6.0-0.0,omg6z3z15pp8689abkvu,female,journey,,,urgent,,,"{""Q0"":1}"
7,5528,,survey-likert,7,311277,0.0-6.0-1.0,omg6z3z15pp8689abkvu,female,journey,,,sympathy,,,"{""Q0"":3}"
8,5404,,survey-text,8,316685,0.0-7.0,omg6z3z15pp8689abkvu,female,journey,,,past-donations,,,"{""Q0"":""12""}"
9,2584,,survey-multi-choice,9,319275,0.0-8.0-0.0,omg6z3z15pp8689abkvu,female,journey,,,ff-cancer,,,"{""Q0"":""No""}"
10,2511,,survey-multi-choice,10,321791,0.0-8.0-1.0,omg6z3z15pp8689abkvu,female,journey,,,self-cancer,,,"{""Q0"":""No""}"
11,11191,,survey-multi-choice,11,333003,0.0-9.0,omg6z3z15pp8689abkvu,female,journey,,,demographics,,,"{""Q0"":""Female"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$25,000 through $49,999"",""Q3"":""Yes""}"
12,4098,,survey-text,12,337105,0.0-10.0,omg6z3z15pp8689abkvu,female,journey,,,age,,,"{""Q0"":""34""}"
13,10108,,survey-text,13,347216,0.0-11.0,omg6z3z15pp8689abkvu,female,journey,,,purpose,,,"{""Q0"":""If we have sympathy for strangers""}"
14,25349,,survey-text,14,372569,0.0-12.0,omg6z3z15pp8689abkvu,female,journey,,,feedback,,,"{""Q0"":""This person isn't close to me so I didn't really feel too much, especially not knowing her financial situation already""}"
15,5912,debrief.html,external-html,15,378774,0.0-13.0,omg6z3z15pp8689abkvu,female,journey,,,,,,
